work_id,title,publication_year
https://openalex.org/W1689711448,LSTM: A Search Space Odyssey,2016
https://openalex.org/W2039872199,"THREE NATURAL ZIRCON STANDARDS FOR U?€?TH?€?PB, LU?€?HF, TRACE ELEMENT AND REE ANALYSES",1995
https://openalex.org/W2051203581,The Monte Carlo Method,1949
https://openalex.org/W2114623221,Fog computing and its role in the internet of things,2012
https://openalex.org/W2128264241,Corporate Social Responsibility: a Theory of the Firm Perspective,2001
https://openalex.org/W2070720254,Econometric policy evaluation: A critique,1976
https://openalex.org/W2064062304,Information and Consumer Behavior,1970
https://openalex.org/W1568201516,A statistical explanation of MaxEnt for ecologists,2010
https://openalex.org/W2161606023,Electron emission in intense electric fields,1928
https://openalex.org/W1518792569,Cultures and Organizations: Software of the Mind,1992
https://openalex.org/W1988115241,Approximation capabilities of multilayer feedforward networks,1991
https://openalex.org/W2138297714,Erlotinib in Previously Treated Non?€?Small-Cell Lung Cancer,2005
https://openalex.org/W2152826865,Active appearance models,2001
https://openalex.org/W1501218279,Preventing Reading Difficulties in Young Children,1998
https://openalex.org/W2138032440,S<scp>ALT AND</scp> D<scp>ROUGHT</scp> S<scp>TRESS</scp> S<scp>IGNAL</scp> T<scp>RANSDUCTION IN</scp> P<scp>LANTS</scp>,2002
https://openalex.org/W1501283731,Exploring chemistry with electronic structure methods,1993
https://openalex.org/W2913340405,,1997
https://openalex.org/W1573293896,Wave Propagation and Scattering in Random Media,1978
https://openalex.org/W2142276208,"A new, fast, and efficient image codec based on set partitioning in hierarchical trees",1996
https://openalex.org/W2146738944,The Endophenotype Concept in Psychiatry: Etymology and Strategic Intentions,2003
https://openalex.org/W2798058877,Time Series Analysis: Forecasting and Control.,1978
https://openalex.org/W2903136240,Microwave Engineering,2011
https://openalex.org/W3123091093,The Effect of Word of Mouth on Sales: Online Book Reviews,2006
https://openalex.org/W2114282361,Learning Vocabulary in Another Language,2001
https://openalex.org/W102110531,The Psychology of Learning and Motivation,2012
https://openalex.org/W208211972,Cognitive-Behavioral Treatment of Borderline Personality Disorder,1994
https://openalex.org/W2119062511,The Petrology of the Sedimentary Rocks,1938
https://openalex.org/W2029401646,Measuring the strangeness of strange attractors,1983
https://openalex.org/W2135695572,A working guide to boosted regression trees,2008
https://openalex.org/W2476548250,Real-Time Single Image and Video Super-Resolution Using an Efficient Sub-Pixel Convolutional Neural Network,2016
https://openalex.org/W1976744965,Cuckoo Search via L&amp;#x00E9;vy flights,2009
https://openalex.org/W2105503244,The Path Forward for Biofuels and Biomaterials,2006
https://openalex.org/W1491824558,Interaction Models for Water in Relation to Protein Hydration,1981
https://openalex.org/W1550280742,Conceiving the self,1979
https://openalex.org/W1684853394,REGIONAL STUDIES OF CATECHOLAMINES IN THE RAT BRAIN?€?I,1966
https://openalex.org/W2144354189,INTERGROUP CONTACT THEORY,1998
https://openalex.org/W3022671937,Journal of personality and social psychology,1988
https://openalex.org/W2123711607,High-efficiency solution processable polymer photovoltaic cells by self-organization of polymer blends,2005
https://openalex.org/W2014858765,Critical Inquiry in a Text-Based Environment: Computer Conferencing in Higher Education,1999
https://openalex.org/W2098693229,Face recognition using eigenfaces,2002
https://openalex.org/W85844224,Organization and environment,1967
https://openalex.org/W1984615306,Global burden of disease attributable to mental and substance use disorders: findings from the Global Burden of Disease Study 2010,2013
https://openalex.org/W2003605835,Nature's Services: Societal Dependence on Natural Ecosystems,1998
https://openalex.org/W4212996031,The Economics of Climate Change,2007
https://openalex.org/W1990436032,Quantitative analysis of watershed geomorphology,1957
https://openalex.org/W2039061417,Microstructures and properties of high-entropy alloys,2013
https://openalex.org/W2061073363,Silver nanoparticles as a new generation of antimicrobials,2008
https://openalex.org/W3124162861,Instrumental Variables Regression with Weak Instruments,1994
https://openalex.org/W1990317644,Auditor size and audit quality,1981
https://openalex.org/W2118243939,The sources of innovation,1988
https://openalex.org/W2992158480,The Structure of Scientific Revolutions,2017
https://openalex.org/W1983348509,Introduction to Fourier Optics,1996
https://openalex.org/W1594945480,Zero defections: quality comes to services.,1990
https://openalex.org/W2093333193,Contact of nominally flat surfaces,1966
https://openalex.org/W2168405694,,2002
https://openalex.org/W2963372104,Enhanced Deep Residual Networks for Single Image Super-Resolution,2017
https://openalex.org/W1987375729,"Effects of stress throughout the lifespan on the brain, behaviour and cognition",2009
https://openalex.org/W2013068849,"Controlled and automatic human information processing: I. Detection, search, and attention.",1977
https://openalex.org/W2156387975,Deep Sparse Rectifier Neural Networks,2011
https://openalex.org/W2000255081,Family resemblances: Studies in the internal structure of categories,1975
https://openalex.org/W2149531726,SeaView Version 4: A Multiplatform Graphical User Interface for Sequence Alignment and Phylogenetic Tree Building,2009
https://openalex.org/W2171091522,Identification of prokaryotic and eukaryotic signal peptides and prediction of their cleavage sites,1997
https://openalex.org/W2753221422,Democracy in America,1835
https://openalex.org/W2123288881,The Correlates of Entrepreneurship in Three Types of Firms,1983
https://openalex.org/W2143463421,Principles of nanoparticle design for overcoming biological barriers to drug delivery,2015
https://openalex.org/W1980211269,Field Theory in Social Science,1953
https://openalex.org/W2140971281,Time Series: Theory and Methods,1992
https://openalex.org/W2333928723,Experience and Education.,1938
https://openalex.org/W2950627632,"Power laws, Pareto distributions and Zipf's law",2005
https://openalex.org/W1988592246,Treatment of Deep Cartilage Defects in the Knee with Autologous Chondrocyte Transplantation,1994
https://openalex.org/W2888511473,[19] Rapid and efficient site-specific mutagenesis without phenotypic selection,1987
https://openalex.org/W1512098439,Fast Training of Support Vector Machines Using Sequential Minimal Optimization,1998
https://openalex.org/W2797884775,Statistical Methods for Meta-Analysis.,1986
https://openalex.org/W2038195874,Epidemic Spreading in Scale-Free Networks,2001
https://openalex.org/W2068228867,Treatment of electronic excitations within the adiabatic approximation of time dependent density functional theory,1996
https://openalex.org/W2146051607,"EasySpin, a comprehensive software package for spectral simulation and analysis in EPR",2005
https://openalex.org/W1994193851,"Efficacy and safety of sorafenib in patients in the Asia-Pacific region with advanced hepatocellular carcinoma: a phase III randomised, double-blind, placebo-controlled trial",2008
https://openalex.org/W4211194064,"Guidelines for the Management of Adults with Hospital-acquired, Ventilator-associated, and Healthcare-associated Pneumonia",2005
https://openalex.org/W1601687245,[2] New M13 vectors for cloning,1983
https://openalex.org/W4229487902,Evolution by Gene Duplication,1970
https://openalex.org/W2023687307,Comparison of Beck Depression Inventories-IA and-II in Psychiatric Outpatients,1996
https://openalex.org/W2163191809,The structure of psychological well-being revisited.,1995
https://openalex.org/W4241785331,Culture's Consequences,2018
https://openalex.org/W2740373864,Computer vision,1982
https://openalex.org/W4252277488,Economic and Political Weekly,2017
https://openalex.org/W1984883254,The dynamics and regulators of cell fate decisions are revealed by pseudotemporal ordering of single cells,2014
https://openalex.org/W2076879021,Understanding and using the Implicit Association Test: I. An improved scoring algorithm.,2003
https://openalex.org/W3008461878,Abnormal coagulation parameters are associated with poor prognosis in patients with novel coronavirus pneumonia,2020
https://openalex.org/W4229781645,Syntactic Structures,1957
https://openalex.org/W2282537990,Vegan : community ecology package. R package version 1.17-9,2007
https://openalex.org/W3122664795,Estimating wealth effects without expenditure data?€?or tears: An application to educational enrollments in states of India,2001
https://openalex.org/W1994067502,The Cholinergic Hypothesis of Geriatric Memory Dysfunction,1982
https://openalex.org/W3143219376,The Evolution of Random Graphs,1986
https://openalex.org/W1485504984,NOAA?€?s HYSPLIT Atmospheric Transport and Dispersion Modeling System,2015
https://openalex.org/W1989388297,Rational choice and the structure of the environment.,1956
https://openalex.org/W2135255056,"PSYCHOLOGICAL, EMPOWERMENT IN THE WORKPLACE: DIMENSIONS, MEASUREMENT AND VALIDATION.",1995
https://openalex.org/W2556507681,The Theory of Economic Development,2016
https://openalex.org/W1516748551,Naming and Necessity,1980
https://openalex.org/W2070732456,The Phosphoinositide 3-Kinase Pathway,2002
https://openalex.org/W4252713891,Communication in the Presence of Noise,1949
https://openalex.org/W2157282578,Outsiders; studies in the sociology of deviance,1963
https://openalex.org/W1592182057,"The archaeology of knowledge ; and, The discourse on language",1972
https://openalex.org/W2622499649,Mismatch repair deficiency predicts response of solid tumors to PD-1 blockade,2017
https://openalex.org/W2124415048,Ranibizumab for Neovascular Age-Related Macular Degeneration,2006
https://openalex.org/W1617328014,The PRISMA Extension Statement for Reporting of Systematic Reviews Incorporating Network Meta-analyses of Health Care Interventions: Checklist and Explanations,2015
https://openalex.org/W2073981548,A Class of Decomposable Poverty Measures,1984
https://openalex.org/W2169917233,Plant Strategies and Vegetation Processes,1979
https://openalex.org/W2103972604,A Singular Value Thresholding Algorithm for Matrix Completion,2010
https://openalex.org/W1974896731,Identification of Active Edge Sites for Electrochemical H <sub>2</sub> Evolution from MoS <sub>2</sub> Nanocatalysts,2007
https://openalex.org/W2086240335,The international index of erectile function (IIEF): a multidimensional scale for assessment of erectile dysfunction,1997
https://openalex.org/W2105381419,A Direct Approach to False Discovery Rates,2002
https://openalex.org/W2126547130,Comprehensive molecular characterization of gastric adenocarcinoma,2014
https://openalex.org/W1557992034,A technology acceptance model for empirically testing new end-user information systems : theory and results,1985
https://openalex.org/W1575104486,Numerical solution of stochastic differential equations,2016
https://openalex.org/W1583489002,The Interpersonal Theory of Psychiatry,2013
https://openalex.org/W2130166533,Stimuli-responsive nanocarriers for drug delivery,2013
https://openalex.org/W2133915381,Estimates of the prevalence of arthritis and other rheumatic conditions in the United States: Part II,2007
https://openalex.org/W3164549185,Causes of Delinquency,1970
https://openalex.org/W2157209757,Commitment to organizations and occupations: Extension and test of a three-component conceptualization.,1993
https://openalex.org/W2171058244,Randomized Assessment of Rapid Endovascular Treatment of Ischemic Stroke,2015
https://openalex.org/W4299580424,The Nuclear Many-Body Problem,1980
https://openalex.org/W2141474275,Natural Products as Sources of New Drugs over the Last 25 Years,2007
https://openalex.org/W2582561810,Social Media and Fake News in the 2016 Election,2017
https://openalex.org/W3198140284,The Infrared Spectra of Complex Molecules,1980
https://openalex.org/W2044275064,Principles and Practice in Second Language Acquisition,1983
https://openalex.org/W2135410596,"ERC: A Theory of Equity, Reciprocity, and Competition",2000
https://openalex.org/W1506532314,Unraveling the Mystery of Health: How People Manage Stress and Stay Well,2002
https://openalex.org/W1978617972,NDWI?€?A normalized difference water index for remote sensing of vegetation liquid water from space,1996
https://openalex.org/W2070232376,A Fast and High Quality Multilevel Scheme for Partitioning Irregular Graphs,1998
https://openalex.org/W247697463,Algebraic Graph Theory,2009
https://openalex.org/W1529674879,The Inflammasome,2002
https://openalex.org/W1954929088,High-efficiency transformation of mammalian cells by plasmid DNA.,1987
https://openalex.org/W2088095316,Practical methods for incorporating summary time-to-event data into meta-analysis,2007
https://openalex.org/W4212770416,Nutrient Requirements of Dairy Cattle,2001
https://openalex.org/W1994993231,Oncology Meets Immunology: The Cancer-Immunity Cycle,2013
https://openalex.org/W2159316671,Validation of the five-factor model of personality across instruments and observers.,1987
https://openalex.org/W2606247199,Zur Vervollkommnung der quantitativen Phytoplankton-Methodik,1958
https://openalex.org/W1991410388,Algebraic Representation of Thermodynamic Properties and the Classification of Solutions,1948
https://openalex.org/W2095800081,Dispersion on a Sphere,1953
https://openalex.org/W2025781576,In Search of Golden Rules: Comment on Hypothesis-Testing Approaches to Setting Cutoff Values for Fit Indexes and Dangers in Overgeneralizing Hu and Bentler's (1999) Findings,2004
https://openalex.org/W2045616259,"Global Strategy for the Diagnosis, Management, and Prevention of Chronic Obstructive Pulmonary Disease",2001
https://openalex.org/W2081430061,A Protection Motivation Theory of Fear Appeals and Attitude Change1,1975
https://openalex.org/W2029080338,Cancer Cell Cycles,1996
https://openalex.org/W2040959430,Research Development on Sodium-Ion Batteries,2014
https://openalex.org/W2007427596,Micromechanics of defects in solids,1987
https://openalex.org/W2073742622,Using Standardized Serum Creatinine Values in the Modification of Diet in Renal Disease Study Equation for Estimating Glomerular Filtration Rate,2006
https://openalex.org/W2152292563,Brain development during childhood and adolescence: a longitudinal MRI study,1999
https://openalex.org/W2156406284,Recognition-by-components: A theory of human image understanding.,1987
https://openalex.org/W1599277155,The versatility and universality of calcium signalling,2000
https://openalex.org/W2119923823,Base-Calling of Automated Sequencer Traces Using <i>Phred.</i> II. Error Probabilities,1998
https://openalex.org/W2066293147,Modeling of swirl in turbulent flow systems,1986
https://openalex.org/W2525537354,"A manual of standardized terminology, techniques and scoring system for sleep stages of human subjects",1969
https://openalex.org/W2955311731,Manajemen Sumber Daya Manusia,2019
https://openalex.org/W3015197879,Multidisciplinary research priorities for the COVID-19 pandemic: a call for action for mental health science,2020
https://openalex.org/W1572432597,Surface Plasmons on Smooth and Rough Surfaces and on Gratings,1988
https://openalex.org/W2142136198,Element?€?free Galerkin methods,1994
https://openalex.org/W2161160262,An efficient k-means clustering algorithm: analysis and implementation,2002
https://openalex.org/W2086061329,The heat of shortening and the dynamic constants of muscle,1938
https://openalex.org/W2121836743,Dose translation from animal to human studies revisited,2007
https://openalex.org/W2146462263,Molecular dynamics simulations at constant pressure and/or temperature,1980
https://openalex.org/W1531208776,Convection in Porous Media,1999
https://openalex.org/W2008942963,Art as Experience,1934
https://openalex.org/W4301352023,A Beginner's Guide to Structural Equation Modeling,2004
https://openalex.org/W4298857966,Playing Atari with Deep Reinforcement Learning,2013
https://openalex.org/W1487279857,The division of labor in society,1935
https://openalex.org/W2101893110,"Model for a Quantum Hall Effect without Landau Levels: Condensed-Matter Realization of the ""Parity Anomaly""",1988
https://openalex.org/W2138180048,Introduction to Statistical Analysis.,1957
https://openalex.org/W1966693455,Principles of biomedical ethics,2002
https://openalex.org/W2074673068,Discrete Multivariate Analysis: Theory and Practice.,1975
https://openalex.org/W2108664872,Conversion of 5-Methylcytosine to 5-Hydroxymethylcytosine in Mammalian DNA by MLL Partner TET1,2009
https://openalex.org/W1583837637,Proceedings of the 24th international conference on Machine learning,2007
https://openalex.org/W2071035832,Multicultural citizenship: a liberal theory of minority rights,1996
https://openalex.org/W2135011388,"Global pollinator declines: trends, impacts and drivers",2010
https://openalex.org/W1967446284,Selective extraction of polyoma DNA from infected mouse cell cultures,1967
https://openalex.org/W2048299560,Osteoprotegerin Ligand Is a Cytokine that Regulates Osteoclast Differentiation and Activation,1998
https://openalex.org/W2128633294,Investor Psychology and Security Market Under?€? and Overreactions,1998
https://openalex.org/W4238497443,Chronic inflammation in fat plays a crucial role in the development of obesity-related insulin resistance,2003
https://openalex.org/W3125353710,Risk Aversion and Incentive Effects,2002
https://openalex.org/W1963592300,"Cancer Statistics, 2006",2006
https://openalex.org/W1971472669,Localized Magnetic States in Metals,1961
https://openalex.org/W2055881008,THE STOPPING AND RANGE OF IONS IN SOLIDS,1984
https://openalex.org/W2065747393,"Further Evidence on the Great Crash, the Oil-Price Shock, and the Unit-Root Hypothesis",2002
https://openalex.org/W2114509411,Mathematical Analysis of Random Noise,1944
https://openalex.org/W2138436021,NONPOINT POLLUTION OF SURFACE WATERS WITH PHOSPHORUS AND NITROGEN,1998
https://openalex.org/W2171280873,Stochastic Gene Expression in a Single Cell,2002
https://openalex.org/W4253543067,A New Product Growth for Model Consumer Durables,1969
https://openalex.org/W2011474190,Does Trade Cause Growth?,1999
https://openalex.org/W2102314894,An Introduction to Statistical Methods and Data Analysis,1994
https://openalex.org/W2102415385,Electronic Confinement and Coherence in Patterned Epitaxial Graphene,2006
https://openalex.org/W2153187042,Protein secondary structure prediction based on position-specific scoring matrices 1 1Edited by G. Von Heijne,1999
https://openalex.org/W2330820318,Classification and regression trees,1985
https://openalex.org/W1976599392,ROS Function in Redox Signaling and Oxidative Stress,2014
https://openalex.org/W2951506174,Massively parallel digital transcriptional profiling of single cells,2017
https://openalex.org/W4234180827,Intraclass correlations: Uses in assessing rater reliability.,1979
https://openalex.org/W1886337131,4 What Is Web 2.0? Design Patterns and Business Models for the Next Generation of Software,2012
https://openalex.org/W1607073065,Qualitative Communication Research Methods,1994
https://openalex.org/W2133870991,PartitionFinder: Combined Selection of Partitioning Schemes and Substitution Models for Phylogenetic Analyses,2012
https://openalex.org/W1964617786,The Bcl-2 Protein Family: Arbiters of Cell Survival,1998
https://openalex.org/W2076758314,Manufacturing Consent: The Political Economy of the Mass Media.,1989
https://openalex.org/W2136757566,Measuring Presence in Virtual Environments: A Presence Questionnaire,1998
https://openalex.org/W1507163784,Hydraulic properties of porous media,1963
https://openalex.org/W2026816730,From a literature review to a conceptual framework for sustainable supply chain management,2008
https://openalex.org/W1987134040,The I-TASSER Suite: protein structure and function prediction,2014
https://openalex.org/W561751346,Qualitative Research & Evaluation Methods: Integrating Theory and Practice,2014
https://openalex.org/W2124260943,Watersheds in digital spaces: an efficient algorithm based on immersion simulations,1991
https://openalex.org/W1999075212,Kinetics and Kinematics for Translational Motions in Microgravity During Parabolic Flight,2009
https://openalex.org/W33851185,Numerical Recipes: FORTRAN,1990
https://openalex.org/W1631449371,Leptin and the regulation of body weight in mammals,1998
https://openalex.org/W2031340404,Voice and equality: civic voluntarism in American politics,1996
https://openalex.org/W2077204677,Approximate entropy as a measure of system complexity.,1991
https://openalex.org/W2151172917,"Prevalence of Obesity and Trends in the Distribution of Body Mass Index Among US Adults, 1999-2010",2012
https://openalex.org/W4292887282,The Matthew Effect in Science,1968
https://openalex.org/W2059885388,Accurate Molecular Van Der Waals Interactions from Ground-State Electron Density and Free-Atom Reference Data,2009
https://openalex.org/W2020456714,Sexual Behavior in the Human Male,1948
https://openalex.org/W2037882155,"Molecular Markers, Natural History and Evolution",1994
https://openalex.org/W2158899491,Natural Language Processing (almost) from Scratch,2011
https://openalex.org/W4245699803,Analytic Hierarchy Process,2013
https://openalex.org/W1646294624,Room-temperature transistor based on a single carbon nanotube,1998
https://openalex.org/W2038754799,Raman spectroscopy in graphene,2009
https://openalex.org/W2573715514,Statistics for Spatial Data.,1993
https://openalex.org/W3150595609,A Randomized Trial of Intensive versus Standard Blood-Pressure Control,2015
https://openalex.org/W1486212401,The Political Economy of the Rent-Seeking Society,2008
https://openalex.org/W2030561037,Attachment styles among young adults: A test of a four-category model.,1991
https://openalex.org/W2173732482,"Reference sequence (RefSeq) database at NCBI: current status, taxonomic expansion, and functional annotation",2015
https://openalex.org/W4362504902,Cochrane Handbook for Systematic Reviews of Interventions,2010
https://openalex.org/W1490154674,Chapter 4 Preparation of Isolated Rat Liver Cells,1976
https://openalex.org/W2058401212,Internet of Things for Smart Cities,2014
https://openalex.org/W2088864916,"Distinguishing optimism from neuroticism (and trait anxiety, self-mastery, and self-esteem): A reevaluation of the Life Orientation Test.",1994
https://openalex.org/W2593815020,Reviving the lithium metal anode for high-energy batteries,2017
https://openalex.org/W2964523010,Literature review as a research methodology: An overview and guidelines,2019
https://openalex.org/W1557496348,Engineering Psychology and Human Performance,2015
https://openalex.org/W2119632499,PAML: a program package for phylogenetic analysis by maximum likelihood,1997
https://openalex.org/W3160856016,How to conduct a bibliometric analysis: An overview and guidelines,2021
https://openalex.org/W2159269332,A universal image quality index,2002
https://openalex.org/W1989998611,Antimicrobial peptides: pore formers or metabolic inhibitors in bacteria?,2005
https://openalex.org/W2045633722,"Trust, Reciprocity, and Social History",1995
https://openalex.org/W2108376819,Preparation and characterization of graphene oxide paper,2007
https://openalex.org/W1976385326,Opposing Effects of ERK and JNK-p38 MAP Kinases on Apoptosis,1995
https://openalex.org/W1990969594,Status quo bias in decision making,1988
https://openalex.org/W1995713768,Markov Chains and Stochastic Stability,1993
https://openalex.org/W2070639717,Property Rights and the Nature of the Firm,1990
https://openalex.org/W2042103448,The Future of Genetic Studies of Complex Human Diseases,1996
https://openalex.org/W2884561390,Focal Loss for Dense Object Detection,2018
https://openalex.org/W1976439938,Positive Psychology Progress: Empirical Validation of Interventions.,2005
https://openalex.org/W2131279590,DYNAMICS OF DARK ENERGY,2006
https://openalex.org/W1986280275,Theory of reproducing kernels,1950
https://openalex.org/W2042386526,Contribution of Primary Care to Health Systems and Health,2005
https://openalex.org/W2134259738,Instability and decay of the primary structure of DNA,1993
https://openalex.org/W4233420185,Corporate Governance and Equity Prices,2003
https://openalex.org/W1989844817,A Psychobiological Model of Temperament and Character,1993
https://openalex.org/W3149701544,Molecular thermodynamics of fluid-phase equilibria,1970
https://openalex.org/W1579517781,"Principles of Scientific Management, The",2015
https://openalex.org/W1737567839,"Handbook of attachment: theory, research, and clinical applications",1999
https://openalex.org/W2034012235,Theory of Bose-Einstein condensation in trapped gases,1999
https://openalex.org/W1966382716,Modern factor analysis,1960
https://openalex.org/W2025341678,RELATIONS BETWEEN TWO SETS OF VARIATES,1936
https://openalex.org/W2142960568,The CONSORT statement: revised recommendations for improving the quality of reports of parallel-group randomised trials,2001
https://openalex.org/W147232447,The<i>Gaia</i>mission,2016
https://openalex.org/W2118847637,Developmental sequence in small groups.,1965
https://openalex.org/W2131186249,The Human Microbiome Project,2007
https://openalex.org/W1985124617,Autophagy: Renovation of Cells and Tissues,2011
https://openalex.org/W2148329528,Transformed Up-Down Methods in Psychoacoustics,1971
https://openalex.org/W2116814040,Missing Data Analysis: Making It Work in the Real World,2008
https://openalex.org/W2135505702,An energy-efficient MAC protocol for wireless sensor networks,2003
https://openalex.org/W2313896093,Theory of Industrial Organization.,1989
https://openalex.org/W3102526660,Inorganic electronic spectroscopy,1972
https://openalex.org/W2074176021,A variational approach to the theory of the elastic behaviour of multiphase materials,1963
https://openalex.org/W2087377443,Long non-coding RNAs: insights into functions,2009
https://openalex.org/W3103171760,The SCARE 2020 Guideline: Updating Consensus Surgical CAse REport (SCARE) Guidelines,2020
https://openalex.org/W4281790889,ColabFold: making protein folding accessible to all,2022
https://openalex.org/W1939346899,ISOLATION BY DISTANCE,1943
https://openalex.org/W1969348782,A cognitive model of posttraumatic stress disorder,2000
https://openalex.org/W2024140722,Toward a positive theory of consumer choice,1980
https://openalex.org/W2116467012,Secure spread spectrum watermarking for multimedia,1997
https://openalex.org/W2029101220,Computer Visualization of Three-Dimensional Image Data Using IMOD,1996
https://openalex.org/W2145790759,An Introduction to MultiAgent Systems,2002
https://openalex.org/W1825077972,Neural network design,1995
https://openalex.org/W2024135760,Images of Organization,1986
https://openalex.org/W1963737263,Molecular Interactions in Solution: An Overview of Methods Based on Continuous Distributions of the Solvent,1994
https://openalex.org/W2029414465,Aspect-oriented programming,1996
https://openalex.org/W2060809301,SWISS-MODEL: an automated protein homology-modeling server,2003
https://openalex.org/W2119888547,Shifting the genomic gold standard for the prokaryotic species definition,2009
https://openalex.org/W2297370949,Bulletin of marine science,1965
https://openalex.org/W3124896223,Risk as feelings.,2001
https://openalex.org/W1584724822,Self-Organization in Nonequilibrium Systems,1977
https://openalex.org/W2761330267,Materials Today: Proceedings,2015
https://openalex.org/W2000425991,"Isogeometric analysis: CAD, finite elements, NURBS, exact geometry and mesh refinement",2005
https://openalex.org/W2003825788,A Model of Distributor Firm and Manufacturer Firm Working Partnerships,1990
https://openalex.org/W2070855360,Macrophage plasticity and polarization: in vivo veritas,2012
https://openalex.org/W2077013120,Spectrophotometric Quantitation of Antioxidant Capacity through the Formation of a Phosphomolybdenum Complex: Specific Application to the Determination of Vitamin E,1999
https://openalex.org/W2107745473,A universal algorithm for sequential data compression,1977
https://openalex.org/W2159805452,SOME PRACTICAL GUIDANCE FOR THE IMPLEMENTATION OF PROPENSITY SCORE MATCHING,2008
https://openalex.org/W3123893780,PRISMA 2020 explanation and elaboration: updated guidance and exemplars for reporting systematic reviews,2021
https://openalex.org/W1966756689,Evaluation of Diagnostic Criteria for Ankylosing Spondylitis,1984
https://openalex.org/W2103847341,A Natural-Resource-Based View of the Firm,1995
https://openalex.org/W2154273558,Sense of community: A definition and theory,1986
https://openalex.org/W2895674046,Adaptive Signal Processing,1991
https://openalex.org/W1580288159,"Internet, Mail, and Mixed-Mode Surveys: The Tailored Design Method",2008
https://openalex.org/W2011079470,New Developments in Molecular Orbital Theory,1951
https://openalex.org/W2142827986,Top 10 algorithms in data mining,2007
https://openalex.org/W2027740042,Orexins and Orexin Receptors: A Family of Hypothalamic Neuropeptides and G Protein-Coupled Receptors that Regulate Feeding Behavior,1998
https://openalex.org/W2030441548,"The effects of feedback interventions on performance: A historical review, a meta-analysis, and a preliminary feedback intervention theory.",1996
https://openalex.org/W2041811148,New methods for calculating metabolic rate with special reference to protein metabolism,1949
https://openalex.org/W2143107875,UNIDENTIFIED CURVED BACILLI IN THE STOMACH OF PATIENTS WITH GASTRITIS AND PEPTIC ULCERATION,1984
https://openalex.org/W1589491906,"Concrete: Microstructure, Properties, and Materials",2005
https://openalex.org/W2006941567,Exceptionally high Young's modulus observed for individual carbon nanotubes,1996
https://openalex.org/W2062642814,Treatment of Comatose Survivors of Out-of-Hospital Cardiac Arrest with Induced Hypothermia,2002
https://openalex.org/W1603811794,Detecting Earnings Management,1994
https://openalex.org/W2042397184,Luminescent Functional Metal?€?Organic Frameworks,2011
https://openalex.org/W2133963272,"Acceptance and Commitment Therapy: Model, processes and outcomes",2005
https://openalex.org/W1963953102,Fingerprinting genomes using PCR with arbitrary primers,1990
https://openalex.org/W2027207617,The Long-Wavelength Edge of Photographic Sensitivity and of the Electronic Absorption of Solids,1953
https://openalex.org/W2056775433,Are There Universal Aspects in the Structure and Contents of Human Values?,1994
https://openalex.org/W2768267412,"2017 ACC/AHA/AAPA/ABC/ACPM/AGS/APhA/ASH/ASPC/NMA/PCNA Guideline for the Prevention, Detection, Evaluation, and Management of High Blood Pressure in Adults",2017
https://openalex.org/W1517555081,,2000
https://openalex.org/W2048385562,"The Influence of Culture, Community, and the Nested?€?Self in the Stress Process: Advancing Conservation of Resources Theory",2001
https://openalex.org/W2105818147,On the self-similar nature of Ethernet traffic (extended version),1994
https://openalex.org/W2129135549,Altruistic punishment in humans,2002
https://openalex.org/W2132639490,Bose-Einstein Condensation in a Gas of Sodium Atoms,1995
https://openalex.org/W1693731968,Leadership : Theory and Practice,2015
https://openalex.org/W2112374372,Perfect Equilibrium in a Bargaining Model,1982
https://openalex.org/W2129750583,Primary Prevention of Acute Coronary Events With Lovastatin in Men and Women With Average Cholesterol Levels,1998
https://openalex.org/W1642629289,Infinite-Dimensional Lie Algebras,1990
https://openalex.org/W1980862600,Statistical Learning by 8-Month-Old Infants,1996
https://openalex.org/W2913465992,System identification,1988
https://openalex.org/W2331384579,Why Most Published Research Findings Are False,2005
https://openalex.org/W4302325984,Qualitative Research Methods for the Social Sciences,2000
https://openalex.org/W2008785686,Interactive-engagement versus traditional methods: A six-thousand-student survey of mechanics test data for introductory physics courses,1998
https://openalex.org/W2189880526,Breastfeeding and the Use of Human Milk,2005
https://openalex.org/W3014294089,"Baseline Characteristics and Outcomes of 1591 Patients Infected With SARS-CoV-2 Admitted to ICUs of the Lombardy Region, Italy",2020
https://openalex.org/W1963949534,The feeling of what happens: body and emotion in the making of consciousness,2000
https://openalex.org/W2108929776,The Carbohydrate-Active EnZymes database (CAZy): an expert resource for Glycogenomics,2008
https://openalex.org/W2155843307,The visual display of quantitative information,1985
https://openalex.org/W1994530392,Advances in neural information processing systems 1,1989
https://openalex.org/W2164789250,<scp>PAUP</scp> * [Phylogenetic Analysis Using Parsimony (and Other Methods)],2004
https://openalex.org/W124504601,"Distantly related sequences in the alpha- and beta-subunits of ATP synthase, myosin, kinases and other ATP-requiring enzymes and a common nucleotide binding fold.",1982
https://openalex.org/W2492975200,Solar Engineering of Thermal Processes,2013
https://openalex.org/W2900726805,The Physical Activity Guidelines for Americans,2018
https://openalex.org/W1594759473,Infinite-Dimensional Dynamical Systems in Mechanics and Physics,1997
https://openalex.org/W2071386916,Composition of the Continental Crust,2013
https://openalex.org/W2123491442,Genome-wide atlas of gene expression in the adult mouse brain,2006
https://openalex.org/W2001691516,"Sources, Sinks, and Population Regulation",1988
https://openalex.org/W2091413411,Acute Stressors and Cortisol Responses: A Theoretical Integration and Synthesis of Laboratory Research.,2004
