topic_id,topic_name,category
https://openalex.org/T13129,Materials Science and Technology,Materials Science
https://openalex.org/T12340,Fabrication and Applications of Porous Alumina Membranes,Materials Science
https://openalex.org/T11645,Effects of Residential Segregation on Communities and Individuals,Social Sciences
https://openalex.org/T12892,Social Identity Theory and Exchange Relations,Social Sciences
https://openalex.org/T11254,Vortex-Induced Vibrations in Fluid Flow,Engineering
https://openalex.org/T13951,Fundamentals of Fluid Dynamics and Mechanics,Engineering
https://openalex.org/T10446,Income Inequality and Poverty Dynamics,Social Sciences
https://openalex.org/T10533,Computational Thinking in Education,Computer Science
https://openalex.org/T12728,Gender Imbalance in East and South Asia,Social Sciences
https://openalex.org/T11898,Impacts of Food Prices on Consumption and Poverty,"Economics, Econometrics and Finance"
https://openalex.org/T11243,Epidemiology and Pathogenesis of Respiratory Viral Infections,Medicine
https://openalex.org/T11265,Influence of Aging on Emotional Experience and Well-being,Psychology
https://openalex.org/T14345,Information Science and Technology Development,Computer Science
https://openalex.org/T11323,Gamma-Ray Bursts and Supernovae Connections,Physics and Astronomy
https://openalex.org/T10039,Stellar Astrophysics and Exoplanet Studies,Physics and Astronomy
https://openalex.org/T10463,Observation and Study of Gravitational Waves Phenomenon,Physics and Astronomy
https://openalex.org/T11727,Fuzzy Logic and Residuated Lattices,Computer Science
https://openalex.org/T11925,Food Tourism and Gastronomy Research,Agricultural and Biological Sciences
https://openalex.org/T10147,Global Challenge of Antibiotic Resistance in Bacteria,"Biochemistry, Genetics and Molecular Biology"
https://openalex.org/T10897,Global Burden of Antimicrobial Resistance,Immunology and Microbiology
https://openalex.org/T10204,Nanomaterials and Mechanical Properties,Materials Science
https://openalex.org/T11746,Organic Chemistry and Catalysis,Chemistry
https://openalex.org/T10143,Standardisation and Management of COPD,Medicine
https://openalex.org/T10322,Mechanical Ventilation in Respiratory Failure and ARDS,Medicine
https://openalex.org/T12399,Factors Influencing Wine Tourism and Consumer Behavior,"Business, Management and Accounting"
https://openalex.org/T11114,Evolution of Service-Dominant Logic in Marketing Science,"Business, Management and Accounting"
https://openalex.org/T13500,Probability Theory and Statistical Modeling,Mathematics
https://openalex.org/T10534,Structural Health Monitoring Techniques,Engineering
https://openalex.org/T10256,Drug Delivery Systems,"Pharmacology, Toxicology and Pharmaceutics"
https://openalex.org/T11087,Phase-Field Modeling of Microstructure Evolution,Materials Science
https://openalex.org/T10117,Chemical Kinetics of Combustion Processes,Chemical Engineering
https://openalex.org/T10507,Technical Aspects of Biodiesel Production,Engineering
https://openalex.org/T12095,Estimating Vehicle Fuel Consumption and Emissions,Engineering
https://openalex.org/T13648,Cerebral Autosomal Dominant Arteriopathy with Subcortical Infarcts and Leukoencephalopathy,Medicine
https://openalex.org/T11465,Mechanisms of Drug-Induced Hepatotoxicity,"Pharmacology, Toxicology and Pharmaceutics"
https://openalex.org/T12926,Research Methods in Business and Social Sciences,Decision Sciences
https://openalex.org/T12611,Photonic Reservoir Computing for Neural Computation,Computer Science
https://openalex.org/T10443,Politics and Economics of Welfare State,Social Sciences
https://openalex.org/T10271,Seismic Waveform Inversion in Geophysics,Earth and Planetary Sciences
https://openalex.org/T13803,Thematic Analysis of Mission Statements in Organizations,"Business, Management and Accounting"
https://openalex.org/T10745,Analysis and Applications of Heart Rate Variability,Medicine
https://openalex.org/T11196,Non-contact Physiological Monitoring Technology,Engineering
https://openalex.org/T11021,Analysis of Electrocardiogram Signals,Medicine
https://openalex.org/T11531,Financing of Health Care Systems and Universal Coverage,"Economics, Econometrics and Finance"
https://openalex.org/T12281,Animal Research Studies,Veterinary
https://openalex.org/T12264,Tissue Engineering and Regenerative Medicine,Medicine
https://openalex.org/T10081,Financial Reporting and Earnings Management,"Business, Management and Accounting"
https://openalex.org/T11949,Neutron Imaging and Analysis Techniques,Physics and Astronomy
https://openalex.org/T11808,Development of Superconducting Magnets for Particle Accelerators and Fusion Reactors,Engineering
https://openalex.org/T10735,Mesoporous Materials,Materials Science
https://openalex.org/T11286,Polyoxometalate Clusters and Materials,Materials Science
https://openalex.org/T11516,Cognitive Load Theory in Multimedia Learning,Psychology
https://openalex.org/T10656,Development of Theory of Mind in Children,Psychology
https://openalex.org/T12358,Kinetic Analysis of Thermal Processes in Materials,Materials Science
https://openalex.org/T11426,Impact of Genetically Modified Crops in Agriculture,Agricultural and Biological Sciences
https://openalex.org/T10355,Impact of Social Media on Well-being and Behavior,Social Sciences
https://openalex.org/T13832,Spatial Data Mining and Cloud Model Applications,Computer Science
https://openalex.org/T10632,Consequences of Mortgage Credit Expansion and Housing Market Dynamics,"Economics, Econometrics and Finance"
https://openalex.org/T10155,Role of Nitric Oxide in Health and Disease,Medicine
https://openalex.org/T10838,Assessment of Animal Welfare in Various Species,Veterinary
https://openalex.org/T12365,Effects of Heat Stress on Livestock Production,Agricultural and Biological Sciences
https://openalex.org/T10985,Sleep's Role in Memory Consolidation and Regulation,Neuroscience
https://openalex.org/T10234,Sleep-Disordered Breathing and Health Outcomes,Medicine
https://openalex.org/T11752,Chemotherapy-Induced Peripheral Neuropathy in Cancer Treatment,Medicine
https://openalex.org/T10183,Molecular Research on Breast Cancer,"Biochemistry, Genetics and Molecular Biology"
https://openalex.org/T10587,Role of Autophagy in Disease and Health,Medicine
https://openalex.org/T11848,Heme Oxygenase and Carbon Monoxide Research,"Biochemistry, Genetics and Molecular Biology"
https://openalex.org/T13849,Outbreak of Cronobacter sakazakii Infections,"Biochemistry, Genetics and Molecular Biology"
https://openalex.org/T14143,Economic Complexity and Development of Nations,"Economics, Econometrics and Finance"
https://openalex.org/T14438,Innovations in Food Technology and Processing,Agricultural and Biological Sciences
https://openalex.org/T12016,Web Data Extraction and Crawling Techniques,Computer Science
https://openalex.org/T10286,Information Retrieval Techniques and Evaluation,Computer Science
https://openalex.org/T13976,Webometrics Analysis in Academic Research,Computer Science
https://openalex.org/T11053,State-of-the-Art in Process Optimization under Uncertainty,Engineering
https://openalex.org/T12217,Competence-based Education in Higher Education,Social Sciences
https://openalex.org/T11213,Genomic Rearrangements and Copy Number Variations,"Biochemistry, Genetics and Molecular Biology"
https://openalex.org/T12762,Interaction of Particles with Crystalline Fields,Physics and Astronomy
https://openalex.org/T11878,Solid Acids in Protonic Conduction and Ferroelectricity,Materials Science
https://openalex.org/T10351,Epidemiology and Management of NAFLD,Medicine
https://openalex.org/T13561,Deuterium Incorporation in Pharmaceutical Research,"Pharmacology, Toxicology and Pharmaceutics"
https://openalex.org/T10911,Peptide Synthesis and Drug Discovery,"Biochemistry, Genetics and Molecular Biology"
https://openalex.org/T14470,Modeling and Control of Multidimensional Systems,Engineering
https://openalex.org/T10006,Work Engagement and Organizational Behavior,"Business, Management and Accounting"
https://openalex.org/T10294,Molecular Mechanisms of Apoptosis and Cell Death,"Biochemistry, Genetics and Molecular Biology"
https://openalex.org/T10694,Effects of Hormones on Menopausal Women's Health,Medicine
https://openalex.org/T10756,Mechanisms of Estrogen Receptor Signaling,"Biochemistry, Genetics and Molecular Biology"
https://openalex.org/T10020,Quantum Information and Computation,Computer Science
https://openalex.org/T12814,Gaussian Processes in Machine Learning,Computer Science
https://openalex.org/T10557,The Impact of Digital Media on Public Discourse,Social Sciences
https://openalex.org/T13445,American Political Thought and History,Social Sciences
https://openalex.org/T11304,Diffusion Magnetic Resonance Imaging,Medicine
https://openalex.org/T10514,Fracture Mechanics Modeling and Simulation,Engineering
https://openalex.org/T11115,Topology Optimization in Structural Engineering,Engineering
https://openalex.org/T12560,Nuclear Thermal Hydraulics in Passive Systems,Engineering
https://openalex.org/T12567,Heat Transfer to Supercritical Fluids in Channels,Engineering
https://openalex.org/T10016,Adsorption of Water Contaminants,Environmental Science
https://openalex.org/T12240,Catalytic Reduction of Nitro Compounds,Chemistry
https://openalex.org/T12820,Chromatin Remodeling in Cancer and Development,"Biochemistry, Genetics and Molecular Biology"
https://openalex.org/T13779,Role of Pim Oncogenes in Tumorigenesis,Medicine
https://openalex.org/T13377,Anticipating Critical Transitions in Ecosystems,Environmental Science
https://openalex.org/T11122,Educational Data Mining and Learning Analytics,Computer Science
https://openalex.org/T11715,Impact of Instructional Interventions on Critical Thinking Skills,Social Sciences
https://openalex.org/T14403,Impact of Modern Technology in Education,Computer Science
https://openalex.org/T10426,Effects of Childhood Trauma and Adversity,Psychology
https://openalex.org/T11464,Impact of Homelessness on Health and Well-being,Health Professions
https://openalex.org/T11633,Effects of Prenatal Alcohol Exposure on Offspring,Medicine
https://openalex.org/T14175,Enhancing E-Learning with Intelligent Agents and Analytics,Computer Science
https://openalex.org/T10242,Posttraumatic Stress Disorder and Human Resilience,Psychology
https://openalex.org/T10795,Impact of Burnout on Healthcare Professionals and Students,Health Professions
https://openalex.org/T10615,Dynamics of Granular Flow Systems,Engineering
https://openalex.org/T10535,Landslide Hazards and Risk Assessment,Environmental Science
https://openalex.org/T10233,Soil Mechanics in Geotechnical Engineering Practice,Engineering
https://openalex.org/T10496,Polypharmacy and Inappropriate Medication Use in Elderly,Medicine
https://openalex.org/T10157,Sports Science and Performance Analysis,Medicine
https://openalex.org/T11171,Genetics and Pathogenesis of Type 1 Diabetes,"Biochemistry, Genetics and Molecular Biology"
https://openalex.org/T12337,Fascism and Totalitarianism in Europe and Italy,Social Sciences
https://openalex.org/T11195,Optimization Techniques in Simulation Modeling,Decision Sciences
https://openalex.org/T12431,Genetic and Agricultural Studies of Sugarcane,Agricultural and Biological Sciences
https://openalex.org/T10179,Materials for Electrochemical Supercapacitors,Materials Science
https://openalex.org/T11129,Excited-State Proton Transfer Mechanisms and Applications,Chemistry
https://openalex.org/T11063,Rough Sets Theory and Applications,Computer Science
https://openalex.org/T13334,The Global Influence of Bollywood Cinema,Arts and Humanities
https://openalex.org/T11717,Postcolonial Literature in Global Context,Arts and Humanities
https://openalex.org/T11168,Foreign Aid and Development Policies,Social Sciences
https://openalex.org/T12231,The Role of Sociology in Public Discourse and Policy,Social Sciences
https://openalex.org/T11540,Neoliberal Feminism and Postfeminist Culture,Social Sciences
https://openalex.org/T12067,Diagnosis and Treatment of Renal Artery Stenosis,Medicine
https://openalex.org/T10676,Molecular Mechanisms of Aging and Longevity,"Biochemistry, Genetics and Molecular Biology"
https://openalex.org/T10995,Anaerobic Methane Oxidation and Gas Hydrates,Environmental Science
https://openalex.org/T11730,Pathogenesis and Treatment of Pemphigoid Diseases,Medicine
https://openalex.org/T11412,Ciliopathies: Genetic Disorders Involving Primary Cilia,"Biochemistry, Genetics and Molecular Biology"
https://openalex.org/T11827,Polyomavirus-Associated Carcinogenesis and Clinical Manifestations,Medicine
https://openalex.org/T10449,Renal Cell Carcinoma,Medicine
https://openalex.org/T11065,Botanical Insecticides in Agriculture and Pest Management,Agricultural and Biological Sciences
https://openalex.org/T11641,Impact of Pesticides on Honey Bee Health,Agricultural and Biological Sciences
https://openalex.org/T10135,Insect-Plant Interactions in Agricultural Ecosystems,Agricultural and Biological Sciences
https://openalex.org/T10275,Two-Dimensional Materials,Materials Science
https://openalex.org/T12529,Gallium Oxide (Ga2O3) Semiconductor Materials and Devices,Materials Science
https://openalex.org/T10703,Workflow Mining and Business Process Management,"Business, Management and Accounting"
https://openalex.org/T10639,Autonomic Computing and Self-Adaptive Systems,Computer Science
https://openalex.org/T10558,Nanoelectronics and Transistors,Engineering
https://openalex.org/T10051,Asthma,Medicine
https://openalex.org/T10508,Improving Patient Safety in Healthcare Settings,Health Professions
https://openalex.org/T12871,Impact of Healthcare Accreditation on Quality Improvement,Health Professions
https://openalex.org/T13127,Proximity-Dependent Protein Labeling in Living Cells,"Biochemistry, Genetics and Molecular Biology"
https://openalex.org/T11395,Development and Applications of Radiopharmaceuticals,Medicine
https://openalex.org/T10372,Advanced Cardiac Imaging Techniques and Diagnostics,Medicine
https://openalex.org/T10172,Management of Valvular Heart Disease,Medicine
https://openalex.org/T10765,Marine Biodiversity and Ecosystem Functioning,Earth and Planetary Sciences
https://openalex.org/T11088,Impact of Aquaculture on Marine Ecosystems and Food Supply,Environmental Science
https://openalex.org/T12841,High-Value Components and Bioactives from Sea Cucumbers,Agricultural and Biological Sciences
https://openalex.org/T10588,Dynamical Systems and Chaos Theory,Mathematics
https://openalex.org/T12062,Statistical Convergence in Approximation Theory and Functional Analysis,Mathematics
https://openalex.org/T13234,p-adic Models in Mathematical Physics,Mathematics
https://openalex.org/T11719,Data Quality Assessment and Improvement,Decision Sciences
https://openalex.org/T10031,Regulatory T Cell Development and Function,Immunology and Microbiology
https://openalex.org/T11020,Natural Killer Cells in Immunity,Immunology and Microbiology
https://openalex.org/T12450,Radio Astronomy Techniques and Instruments,Physics and Astronomy
https://openalex.org/T13600,Children's Perceptions of Scientists and Engineers,Psychology
https://openalex.org/T13666,Postmodernism in Education and Culture,Arts and Humanities
https://openalex.org/T13368,The Future of Higher Education,Social Sciences
https://openalex.org/T10273,Internet of Things and Edge Computing,Computer Science
https://openalex.org/T10986,RFID Technology and Applications,Engineering
https://openalex.org/T11937,Data Sharing and Stewardship in Science,Computer Science
https://openalex.org/T10726,Social Cognitive Theory in Career Development,Social Sciences
https://openalex.org/T11079,The Study of Creativity and Innovation,Psychology
https://openalex.org/T13057,Evolution of East Asian Developmental States,Social Sciences
https://openalex.org/T12852,Thermochemical Properties of Organic Compounds,Chemistry
https://openalex.org/T10506,Immunological Responses in Aquatic Organisms,Immunology and Microbiology
https://openalex.org/T10185,Lymphoid Neoplasms,Medicine
https://openalex.org/T10239,Neoliberal Urbanization and Gentrification Studies,Social Sciences
https://openalex.org/T10515,Role of Long Noncoding RNAs in Cancer and Development,"Biochemistry, Genetics and Molecular Biology"
https://openalex.org/T12789,Molecular Mechanisms of Planarian Regeneration,"Biochemistry, Genetics and Molecular Biology"
https://openalex.org/T10379,Cell Mechanics and Extracellular Matrix Interactions,"Biochemistry, Genetics and Molecular Biology"
https://openalex.org/T14061,Education and Social Pedagogy in Europe,Social Sciences
https://openalex.org/T13532,Vocational Education and Training in Australia,Social Sciences
https://openalex.org/T11263,Finite-Difference Time-Domain Methods in Electromagnetics,Engineering
https://openalex.org/T12699,Electromagnetic Launch Science and Technology,Engineering
https://openalex.org/T10739,Electromagnetic Scattering with Integral Equations,Physics and Astronomy
https://openalex.org/T11574,Game Artificial Intelligence Research,Computer Science
https://openalex.org/T12320,Epistemic Injustice and Social Oppression,Social Sciences
https://openalex.org/T11532,Role of Chemokine Receptors in Cancer Metastasis,Medicine
https://openalex.org/T11313,Macrophage Activation and Polarization,Immunology and Microbiology
https://openalex.org/T11503,Role of STAT3 in Cancer Inflammation and Immunity,Medicine
https://openalex.org/T13405,Data-Driven Decision Making in Education,Decision Sciences
https://openalex.org/T10178,Cancer Survivorship and Quality of Life,Medicine
https://openalex.org/T10307,Epidemiology and Treatment of Head and Neck Cancer,Medicine
https://openalex.org/T11273,Graph Neural Network Models and Applications,Computer Science
https://openalex.org/T11410,The Impact of Creative Industries on Urban Development,Social Sciences
https://openalex.org/T12056,Bayesian Monte Carlo Methods in Scientific Inference,Mathematics
https://openalex.org/T11870,Analysis and Design of Tensegrity Structures,Engineering
https://openalex.org/T13246,Effective Microorganisms in Agriculture,Agricultural and Biological Sciences
https://openalex.org/T13033,Role of Social Innovation in Territorial Development,Social Sciences
https://openalex.org/T10981,Epidemiology and Management of Cytomegalovirus Infection,Medicine
https://openalex.org/T12786,Frugal Innovation in Emerging Markets,"Business, Management and Accounting"
https://openalex.org/T10478,Diamond Nanotechnology and Applications,Materials Science
https://openalex.org/T10137,Diagnosis and Pathogenesis of Multiple Sclerosis,Medicine
https://openalex.org/T12640,Environmental DNA in Biodiversity Monitoring,Environmental Science
https://openalex.org/T12575,History and Impact of Eugenics Movement,Arts and Humanities
https://openalex.org/T11932,Wireless Body Area Networks in Healthcare,Engineering
https://openalex.org/T11392,Wireless Energy Harvesting and Information Transfer,Engineering
https://openalex.org/T13611,Impact of Educational Technology on Organizational Development,Decision Sciences
https://openalex.org/T12694,Language Influence on Cognition and Perception,Psychology
https://openalex.org/T12386,Dual-Energy Computed Tomography,Engineering
https://openalex.org/T11017,Chaos-based Image Encryption Techniques,Computer Science
https://openalex.org/T12162,Theory and Applications of Cellular Automata,Computer Science
https://openalex.org/T10329,Management and Diagnosis of Thyroid Cancer,Medicine
https://openalex.org/T10827,Shared Decision Making in Healthcare,Health Professions
https://openalex.org/T11448,Face Recognition and Analysis Techniques,Computer Science
https://openalex.org/T12589,Nonlocal Partial Differential Equations and Boundary Value Problems,Mathematics
https://openalex.org/T11537,Moral Distress in Healthcare Professionals,Health Professions
https://openalex.org/T11382,Dynamics of Drop Impact on Surfaces,Engineering
https://openalex.org/T12133,Pragmatism and its Philosophical Implications,Arts and Humanities
https://openalex.org/T11839,Management of Primary Aldosteronism,Medicine
https://openalex.org/T12763,ATP Synthase Function and Regulation,"Biochemistry, Genetics and Molecular Biology"
https://openalex.org/T12033,European Agricultural Policy and Reform,Agricultural and Biological Sciences
https://openalex.org/T11345,Development of Numerical Cognition and Mathematics Abilities,Mathematics
https://openalex.org/T11421,Labor Relations and Union Revitalization Studies,Social Sciences
https://openalex.org/T11130,Cryptography and Error-Correcting Codes,Computer Science
https://openalex.org/T10125,Multiple-Input Multiple-Output Orthogonal Frequency Division Multiplexing,Engineering
https://openalex.org/T11321,Low-Density Parity-Check and Polar Codes,Computer Science
https://openalex.org/T10246,Ad Hoc Wireless Networks Research,Computer Science
https://openalex.org/T11896,Delay-Tolerant Networking in Mobile Ad Hoc Networks,Computer Science
https://openalex.org/T12012,Biomimetic Nanotechnology in Material Synthesis and Assembly,Materials Science
https://openalex.org/T12046,Two-Dimensional Transition Metal Carbides and Nitrides (MXenes),Materials Science
https://openalex.org/T11429,Optical Interconnect Technologies,Engineering
https://openalex.org/T11523,Emerging Transparent Electrodes for Flexible Electronics,Engineering
https://openalex.org/T10611,Organic Light-Emitting Diodes (OLEDs),Engineering
https://openalex.org/T11433,Effects of Emotional Intelligence on Performance and Attitude,Psychology
https://openalex.org/T10270,Blockchain and Internet of Things Integration,Computer Science
https://openalex.org/T10742,Scalable Peer-to-Peer Network Architectures,Computer Science
https://openalex.org/T11478,Content-Centric Networking for Information Delivery,Computer Science
https://openalex.org/T12353,Lexicography and Dictionary Development,Arts and Humanities
https://openalex.org/T10096,Chemistry and Applications of Metal-Organic Frameworks,Chemistry
https://openalex.org/T10994,Terrorism and Radicalization Studies,Social Sciences
https://openalex.org/T10209,Global Maternal and Child Health Outcomes,Medicine
https://openalex.org/T12816,Influence of Corporations on Public Health Policy,"Business, Management and Accounting"
https://openalex.org/T10425,Many-Body Physics with Ultracold Gases,Physics and Astronomy
https://openalex.org/T11014,Spatial Economics and Agglomeration Theory,"Economics, Econometrics and Finance"
https://openalex.org/T14051,Spatial Shift-Share Analysis in Economic Development,"Economics, Econometrics and Finance"
https://openalex.org/T12547,Developmental Pharmacology in Pediatric Drug Use,Medicine
https://openalex.org/T12876,Management of Hyperkalemia in Kidney Diseases,Medicine
https://openalex.org/T11043,"Competition, Collusion, and Market Structure Dynamics","Economics, Econometrics and Finance"
https://openalex.org/T11272,Nanowire Nanosensors for Biomedical and Energy Applications,Engineering
https://openalex.org/T11991,Clinicopathology of Fibrous Tumors and Treatment Strategies,Medicine
https://openalex.org/T11173,Neurofibromatosis Type 1 and Type 2,Medicine
https://openalex.org/T12678,Children's Literature and its Impact,Arts and Humanities
https://openalex.org/T10229,Optimal Transport in Geometry and Analysis,Mathematics
https://openalex.org/T10541,Theory and Applications of Fractional Differential Equations,Mathematics
https://openalex.org/T12671,Innovations in Management Education and Curriculum Development,"Business, Management and Accounting"
https://openalex.org/T13355,The Evolution of Integrated Marketing Communication,"Business, Management and Accounting"
https://openalex.org/T11379,Rheology of Complex Fluids and Polymers,Chemical Engineering
https://openalex.org/T10389,Polymer Crystallization and Properties,Materials Science
https://openalex.org/T13171,Poly(vinyl chloride) Plasticizers and Stabilizers,Materials Science
https://openalex.org/T10423,Neuroscience and Genetics of Drosophila Melanogaster,Neuroscience
https://openalex.org/T12922,Assessment of Sustainable Development Indicators and Strategies,Environmental Science
https://openalex.org/T11880,Estimation of Forest Biomass and Carbon Stocks,Environmental Science
https://openalex.org/T10084,Global Burden of Chronic Pain,Medicine
https://openalex.org/T10471,Economic Implications of Climate Change Policies,"Economics, Econometrics and Finance"
https://openalex.org/T12627,Biomedical Applications of Graphene Nanomaterials,Engineering
https://openalex.org/T10237,Advanced Cryptographic Schemes and Protocols,Computer Science
https://openalex.org/T12029,DNA-based Computing and Data Storage,"Biochemistry, Genetics and Molecular Biology"
https://openalex.org/T10067,Theory and Applications of Option Pricing Models,"Economics, Econometrics and Finance"
https://openalex.org/T13353,Student Engagement and Flow Theory in Education,Psychology
https://openalex.org/T10477,Star Formation in Molecular Clouds and Protoplanetary Disks,Physics and Astronomy
https://openalex.org/T12536,Topological Data Analysis in Science and Engineering,Computer Science
https://openalex.org/T10655,Global Navigation Satellite Systems (GNSS),Engineering
https://openalex.org/T11233,Adaptive Filtering in Non-Gaussian Signal Processing,Engineering
https://openalex.org/T11335,Prion Diseases: Causes and Molecular Basis,"Biochemistry, Genetics and Molecular Biology"
https://openalex.org/T10250,Global Prevalence and Treatment of Glaucoma,Medicine
https://openalex.org/T11569,Optical Coherence Tomography Imaging,Engineering
https://openalex.org/T11438,Detection and Management of Retinal Diseases,Medicine
https://openalex.org/T10230,Impacts of Climate Change on Marine Fisheries,Environmental Science
https://openalex.org/T12073,Application of Stable Isotopes in Trophic Ecology,Environmental Science
https://openalex.org/T11913,Ecological Impact of Invasive Species on Islands,Environmental Science
https://openalex.org/T13872,Vocational Education and Training Development,Social Sciences
https://openalex.org/T13830,Implementation of Independent Learning Curriculum,Social Sciences
https://openalex.org/T11289,Comprehensive Integration of Single-Cell Transcriptomic Data,"Biochemistry, Genetics and Molecular Biology"
https://openalex.org/T11457,Brown Adipose Tissue Function and Physiology,Medicine
https://openalex.org/T10839,Pancreatic Islet Dysfunction and Regeneration,Medicine
https://openalex.org/T13984,Nutritional Genomics: Personalized Nutrition and Health,"Biochemistry, Genetics and Molecular Biology"
https://openalex.org/T10133,Media Framing and Agenda Setting in Communication,Social Sciences
https://openalex.org/T10796,Cooperative Diversity in Wireless Networks,Computer Science
https://openalex.org/T10251,Solar Physics and Space Weather,Physics and Astronomy
https://openalex.org/T12964,Impact of Fructose on Metabolic Health,Medicine
https://openalex.org/T11983,Development of Narrative Identity in Emerging Adulthood,Psychology
https://openalex.org/T13536,Conceptualization and Measurement of Time Perspective,Psychology
https://openalex.org/T12831,Comprehensive Approach to School Health Promotion,Health Professions
https://openalex.org/T12041,Public Health and Health Promotion Framework,Health Professions
https://openalex.org/T10931,Array Processing for Signal Localization and Estimation,Computer Science
https://openalex.org/T11665,Avian Vocal Communication and Evolutionary Implications,"Biochemistry, Genetics and Molecular Biology"
https://openalex.org/T10860,Speech Enhancement Techniques,Computer Science
https://openalex.org/T10638,Digital Image Correlation Techniques,Computer Science
https://openalex.org/T12574,Importance of Cognitive Errors in Diagnosis and Strategies,Medicine
https://openalex.org/T11094,Neural Mechanisms of Face Perception and Recognition,Neuroscience
https://openalex.org/T10378,Magnetic Resonance Imaging Applications in Medicine,Medicine
https://openalex.org/T10277,Vitamin D and Health Outcomes,Medicine
https://openalex.org/T10071,Osteoporosis,Medicine
https://openalex.org/T11461,Fiscal Decentralization and Governance in Political Economy,Social Sciences
https://openalex.org/T11437,Competition in Two-Sided Markets,"Business, Management and Accounting"
https://openalex.org/T11499,Telecommunications Infrastructure and Economic Development,Engineering
https://openalex.org/T11950,Diagnosis and Management of Syncope,Medicine
https://openalex.org/T13276,Quadruple Helix Innovation Ecosystem,"Business, Management and Accounting"
https://openalex.org/T12884,Curriculum Alignment and Educational Objectives,Social Sciences
https://openalex.org/T12953,Structure and Agency in Social Theory,Social Sciences
https://openalex.org/T11592,Phenomenology in Psychological and Philosophical Research,Psychology
https://openalex.org/T10130,Pedagogical Content Knowledge in Education,Social Sciences
https://openalex.org/T10636,Self-Regulated Learning in Educational Research,Psychology
https://openalex.org/T10072,Enhancing Science Education through Inquiry and Argumentation,Social Sciences
https://openalex.org/T11277,Nanoscale Thermal Transport in Carbon Materials,Materials Science
https://openalex.org/T12397,Critical Theory and Social Pathologies,Social Sciences
https://openalex.org/T11693,Applications of Elliptic Curve Cryptography in Security,Computer Science
https://openalex.org/T11178,Structure and Function of G Protein-Coupled Receptors,"Biochemistry, Genetics and Molecular Biology"
https://openalex.org/T12005,Physiological Effects of Space Travel and Microgravity,Medicine
https://openalex.org/T13106,Neuroscience and Education: Bridging Research and Practice,Neuroscience
https://openalex.org/T10510,Principles and Interventions in Stroke Rehabilitation,Medicine
https://openalex.org/T11544,Gender Inequality and Labor Force Dynamics,Social Sciences
https://openalex.org/T10797,Design and Implementation of Management Control Systems,"Business, Management and Accounting"
https://openalex.org/T12448,Near-Death Experiences and Paranormal Beliefs,Psychology
https://openalex.org/T12787,Maslow's Hierarchy of Needs and Human Motivation,Psychology
https://openalex.org/T11164,Mapping Forests with Lidar Remote Sensing,Environmental Science
https://openalex.org/T10376,Suicidal Behavior and Prevention Strategies,Psychology
https://openalex.org/T14276,Integration and Standardization of Power System Data,Engineering
https://openalex.org/T10757,Volunteered Geographic Information and Geospatial Crowdsourcing,Social Sciences
https://openalex.org/T12698,Applications of 3D City Models,Engineering
https://openalex.org/T14102,Regulatory Competition in European Company Law,"Business, Management and Accounting"
https://openalex.org/T10964,Physical Layer Security in Wireless Communications,Engineering
https://openalex.org/T12791,Challenges and Opportunities in Full-Duplex Wireless Communication,Engineering
https://openalex.org/T10480,Applications of Ionic Liquids,Chemical Engineering
https://openalex.org/T11989,Catalytic Oxidation of Alcohols,Chemistry
https://openalex.org/T11831,Innovations in Organic Synthesis Reactions,Chemistry
https://openalex.org/T10313,Superhydrophobic Surface Technology,Materials Science
https://openalex.org/T13546,Estimation of Population Size Using Capture-Recapture Models,Mathematics
https://openalex.org/T13143,Effectiveness of Play Therapy Interventions with Children,Psychology
https://openalex.org/T12042,Satellite Communication Networks and Systems,Engineering
https://openalex.org/T10253,Sarcoma Research and Treatment,Medicine
https://openalex.org/T13374,Diagnostic Approach to Fever of Unknown Origin,Medicine
https://openalex.org/T14076,Degradation of Materials in Gas Pipelines,Materials Science
https://openalex.org/T13619,Rock Mechanics and Wave Propagation in Geomedia,Engineering
https://openalex.org/T11578,Genomics and Pathogenicity of Plant Pathogenic Bacteria,Agricultural and Biological Sciences
https://openalex.org/T12939,Legal and Constitutional Studies in Poland,Social Sciences
https://openalex.org/T12267,Effects of Ketogenic Diet on Health,Medicine
https://openalex.org/T13180,Principles and Applications of Green Chemistry,Environmental Science
https://openalex.org/T10664,Sentiment Analysis and Opinion Mining,Computer Science
https://openalex.org/T11244,Impact of Climate Change on Human Health,Environmental Science
https://openalex.org/T10131,"Plasmonic Nanoparticles: Synthesis, Properties, and Applications",Materials Science
https://openalex.org/T12149,Structural and Functional Study of Noble Metal Nanoclusters,Materials Science
https://openalex.org/T10325,Formation and Evolution of the Solar System,Physics and Astronomy
https://openalex.org/T10548,Transition Metal-Catalyzed Cross-Coupling Reactions,Chemistry
https://openalex.org/T14120,Thallium Pollution and Health Impacts,Environmental Science
https://openalex.org/T12704,Psychological Impact of Work-related Stress,Psychology
https://openalex.org/T14334,Macroeconomic Impact of HIV/AIDS in Sub-Saharan Africa,"Economics, Econometrics and Finance"
https://openalex.org/T14093,Patterns and Outcomes of Healthcare Admissions and Policies,Health Professions
https://openalex.org/T10038,Tuberculosis,Medicine
https://openalex.org/T10678,Cyclooxygenase-2 Inhibitors in Inflammation and Cancer,Medicine
https://openalex.org/T10814,Role of Neuropeptides in Physiology and Disease,Neuroscience
