author_id,author_name,university_name
https://openalex.org/A5062294328,J Talairach,Unknown
https://openalex.org/A5108510730,P Tournoux,Unknown
https://openalex.org/A5063871470,D. S. Akram,Unknown
https://openalex.org/A5048067129,Arne Astrup,Unknown
https://openalex.org/A5053072722,Tola Atinmo,Unknown
https://openalex.org/A5110005493,Jean-Louis Boissin,Unknown
https://openalex.org/A5047527237,George A. Bray,Unknown
https://openalex.org/A5087119127,Kecia N. Carroll,Unknown
https://openalex.org/A5108421367,Pierrot Chitson,Unknown
https://openalex.org/A5101892069,Chunming Chen,Unknown
https://openalex.org/A5111717447,W. H. Dietz,Unknown
https://openalex.org/A5031318756,James O. Hill,Unknown
https://openalex.org/A5063712488,E. J??quier,Unknown
https://openalex.org/A5078104805,C. Komodiki,Unknown
https://openalex.org/A5109934217,Y??ji Matsuzawa,Unknown
https://openalex.org/A5110309995,W.F. Mollentze,Unknown
https://openalex.org/A5082330401,Khairya Moosa,Unknown
https://openalex.org/A5008746196,Mohd. Irfan Hakim Mohd. Noor,Unknown
https://openalex.org/A5106233856,K Srinath Reddy,Unknown
https://openalex.org/A5021340334,Jacob C. Seidell,Unknown
https://openalex.org/A5109918779,V S Tanphaichitr,Unknown
https://openalex.org/A5021807554,Ricardo Uauy,Unknown
https://openalex.org/A5061746912,Guang-Bin Huang,Nanyang Technological University
https://openalex.org/A5012557589,Qinyu Zhu,Nanyang Technological University
https://openalex.org/A5110206822,Chee-Kheong Siew,Nanyang Technological University
https://openalex.org/A5076204770,Ricardo Baeza?€?Yates,Unknown
https://openalex.org/A5108556969,Berthier Ribeiro?€?Neto,Unknown
https://openalex.org/A5045831167,John B. Saunders,Royal Prince Alfred Hospital
https://openalex.org/A5060885995,Olaf Gjerl??w Aasland,Norwegian Directorate of Health
https://openalex.org/A5027268399,Thomas F. Babor,UConn Health
https://openalex.org/A5073286315,Juan Ram??n De La Fuente,Unknown
https://openalex.org/A5073324286,Marcus Grant,World Health Organization
https://openalex.org/A5012905461,Alan V. Oppenheim,Unknown
https://openalex.org/A5109911398,Ronald W. Schafer,Unknown
https://openalex.org/A5082747725,John David Dignam,Washington University in St. Louis
https://openalex.org/A5004916176,Russell M. Lebovitz,Washington University in St. Louis
https://openalex.org/A5111832551,R G Roeder,Washington University in St. Louis
https://openalex.org/A5112678925,Andrea Johnson,Unknown
https://openalex.org/A5071779302,Dean W. Wichern,Unknown
https://openalex.org/A5015638062,Tsuneo Omura,Osaka University
https://openalex.org/A5101863822,Ryo Sato,Osaka University
https://openalex.org/A5046908016,H. B. Mann,Unknown
https://openalex.org/A5037033418,Douglas R. Whitney,Unknown
https://openalex.org/A5100781872,Zhong Wang,Yale University
https://openalex.org/A5042321575,Mark Gerstein,Yale University
https://openalex.org/A5024120181,M Snyder,Yale University
https://openalex.org/A5064341086,Juan Maldacena,Harvard University
https://openalex.org/A5086637902,Valentina Cappello,Center for Nanotechnology Innovation
https://openalex.org/A5005481725,Laura Marchetti,Center for Nanotechnology Innovation
https://openalex.org/A5069611753,Paola Parlanti,Italian Institute of Technology
https://openalex.org/A5004588641,Silvia Landi,Istituto Nanoscienze
https://openalex.org/A5059361843,Ilaria Tonazzini,Istituto Nanoscienze
https://openalex.org/A5084886246,Marco Cecchini,Scuola Normale Superiore
https://openalex.org/A5032177670,Vincenzo Piazza,Center for Nanotechnology Innovation
https://openalex.org/A5005935857,Mauro Gemmi,Center for Nanotechnology Innovation
https://openalex.org/A5078109015,Hengshuang Zhao,Chinese University of Hong Kong
https://openalex.org/A5103125510,Jianping Shi,Group Sense (China)
https://openalex.org/A5048895819,Xiaojuan Qi,Chinese University of Hong Kong
https://openalex.org/A5100444820,Wei Wang,Chinese University of Hong Kong
https://openalex.org/A5052856441,Jiaya Jia,Chinese University of Hong Kong
https://openalex.org/A5046949407,R. Olfati-Saber,California Institute of Technology
https://openalex.org/A5068600217,Richard M. Murray,California Institute of Technology
https://openalex.org/A5032702989,Stuart Levine,Unknown
https://openalex.org/A5013666023,Marshall McLuhan,Unknown
https://openalex.org/A5026437351,Rosedith Sitgreaves,Unknown
https://openalex.org/A5109809770,Marc J. Melitz,Unknown
https://openalex.org/A5088283328,Barbara Miletzki,Unknown
https://openalex.org/A5112140462,C. H. Gleiter,Universit??tsklinikum T??bingen
https://openalex.org/A5027300254,Susan A. Elmore,Research Triangle Park Foundation
https://openalex.org/A5073514351,David H. Wolpert,IBM Research - Almaden
https://openalex.org/A5076214952,William G. Macready,IBM Research - Almaden
https://openalex.org/A5066707073,Drew M. Pardoll,Sidney Kimmel Comprehensive Cancer Center
https://openalex.org/A5040327042,Denis Kwiatkowski,Central Michigan University
https://openalex.org/A5103231182,Peter Schmidt,Michigan State University
https://openalex.org/A5083542637,Anders Krogh,Technical University of Denmark
https://openalex.org/A5112007017,B. Larsson,Technical University of Denmark
https://openalex.org/A5032432650,Erik L. L. Sonnhammer,Karolinska Institutet
https://openalex.org/A5052235086,Hans Lineweaver,Unknown
https://openalex.org/A5003799880,Dean Burk,Unknown
https://openalex.org/A5109931003,J. L. Cox,University of Edinburgh
https://openalex.org/A5037178104,Joan Holden,University of Edinburgh
https://openalex.org/A5070699816,R. Sagovsky,University of Edinburgh
https://openalex.org/A5109956184,Simon M. Sze,Unknown
https://openalex.org/A5104040623,Kwok K. Ng,Unknown
https://openalex.org/A5038233498,Allan Rechtschaffen,Unknown
https://openalex.org/A5003957507,Anne Treisman,Unknown
https://openalex.org/A5028280744,Garry A. Gelade,University of Oxford
https://openalex.org/A5111781251,Arthur W. Adamson,Unknown
https://openalex.org/A5013055347,Ryoji Asahi,Toyota Central Research and Development Laboratories (Japan)
https://openalex.org/A5076624018,Takeshi Morikawa,Toyota Central Research and Development Laboratories (Japan)
https://openalex.org/A5080551992,Takeshi Ohwaki,Toyota Central Research and Development Laboratories (Japan)
https://openalex.org/A5039028021,Koichi Aoki,Toyota Central Research and Development Laboratories (Japan)
https://openalex.org/A5111624116,Yasunori Taga,Toyota Central Research and Development Laboratories (Japan)
https://openalex.org/A5059328219,Michael E. Sobel,Unknown
https://openalex.org/A5082117061,Stewart J. Clark,University of Cambridge
https://openalex.org/A5044158268,Matthew Segall,University of Cambridge
https://openalex.org/A5013004499,Chris J. Pickard,University of Cambridge
https://openalex.org/A5054271881,Phil Hasnip,Durham University
https://openalex.org/A5074728271,Matt Probert,University of Cambridge
https://openalex.org/A5007360817,Keith Refson,Rutherford Appleton Laboratory
https://openalex.org/A5077728085,M. C. Payne,University of Cambridge
https://openalex.org/A5072022501,Zbigniew Michalewicz,University of North Carolina at Charlotte
https://openalex.org/A5113675673,David J. Spiegelhalter,Medical Research Council
https://openalex.org/A5108515144,Nicola Best,Imperial College London
https://openalex.org/A5012243539,Bradley P. Carlin,University of Minnesota
https://openalex.org/A5085166905,Angelika van der Linde,University of Bremen
https://openalex.org/A5100421060,Juan Li,Shandong First Medical University
https://openalex.org/A5028877051,Hao Song,Institutes of Science and Development
https://openalex.org/A5012009078,Yuhai Bi,Chinese Academy of Sciences
https://openalex.org/A5100610403,Liang Wang,Chinese Academy of Sciences
https://openalex.org/A5100706807,Tao Hu,Shandong First Medical University
https://openalex.org/A5101505662,Hong Zhou,Shandong First Medical University
https://openalex.org/A5042500556,Zhenhong Hu,Unknown
https://openalex.org/A5031311736,Weimin Zhou,National Institute for Viral Disease Control and Prevention
https://openalex.org/A5006025566,Li Zhao,National Institute for Viral Disease Control and Prevention
https://openalex.org/A5100783112,Jing Chen,Wenzhou Medical University
https://openalex.org/A5101980256,Yao Meng,National Institute for Viral Disease Control and Prevention
https://openalex.org/A5100386457,Ji Wang,National Institute for Viral Disease Control and Prevention
https://openalex.org/A5100765334,Lin Yang,BGI Group (China)
https://openalex.org/A5041310127,Jianying Yuan,BGI Group (China)
https://openalex.org/A5101650950,Zhihao Xie,BGI Group (China)
https://openalex.org/A5005516914,Jinmin Ma,BGI Group (China)
https://openalex.org/A5113795755,William J. Liu,National Institute for Viral Disease Control and Prevention
https://openalex.org/A5085736091,Edward C. Holmes,University of Sydney
https://openalex.org/A5076097741,Weijun Chen,BGI Group (China)
https://openalex.org/A5036660665,Michael D. Abr??moff,Unknown
https://openalex.org/A5103727172,Paulo Magalh??es,Unknown
https://openalex.org/A5054374106,Sunanda J. Ram,Unknown
https://openalex.org/A5029810694,Terry Overton,Unknown
https://openalex.org/A5085136265,Jeroen Creuwels,Unknown
https://openalex.org/A5007150515,Charles Beauchamp,Duke University Hospital
https://openalex.org/A5067483843,Xavier Glorot,Universit?? de Montr??al
https://openalex.org/A5032512426,Edward Witten,Institute for Advanced Study
https://openalex.org/A5038013656,Robert N. Wenzel,Unknown
https://openalex.org/A5075948251,Fan Wu,Shanghai Public Health Clinical Center
https://openalex.org/A5100948092,Su Zhao,Huazhong University of Science and Technology
https://openalex.org/A5101859848,Bin Yu,Wuhan Center for Disease Control and Prevention
https://openalex.org/A5100713206,Yanmei Chen,Shanghai Public Health Clinical Center
https://openalex.org/A5100396357,Wen Wang,National Institute for Communicable Disease Control and Prevention
https://openalex.org/A5102349247,Zhi-Gang Song,Shanghai Public Health Clinical Center
https://openalex.org/A5101069863,Zhao-Wu Tao,Huazhong University of Science and Technology
https://openalex.org/A5108616767,Jun-Hua Tian,Wuhan Center for Disease Control and Prevention
https://openalex.org/A5101069861,Yuan-Yuan Pei,Shanghai Public Health Clinical Center
https://openalex.org/A5100549297,Ming-Li Yuan,Central Hospital of Wuhan
https://openalex.org/A5108535025,Yu-Ling Zhang,Shanghai Public Health Clinical Center
https://openalex.org/A5055047494,Fa-Hui Dai,Shanghai Public Health Clinical Center
https://openalex.org/A5100330449,Yi Liu,Shanghai Public Health Clinical Center
https://openalex.org/A5101767378,Qimin Wang,Shanghai Public Health Clinical Center
https://openalex.org/A5101069862,Jiao-Jiao Zheng,Shanghai Public Health Clinical Center
https://openalex.org/A5044991058,Lin Xu,Shanghai Public Health Clinical Center
https://openalex.org/A5108122695,Y??ng-Zh??n Zh??ng,National Institute for Communicable Disease Control and Prevention
https://openalex.org/A5010059488,Daniel E. Voth,National Institute of Allergy and Infectious Diseases
https://openalex.org/A5089751989,Robert A. Heinzen,Unknown
https://openalex.org/A5002881666,Peter N. Belhumeur,Yale University
https://openalex.org/A5065218317,Jo??o P. Hespanha,Yale University
https://openalex.org/A5108353230,David Kriegman,Yale University
https://openalex.org/A5100427434,Bo Chen,Unknown
https://openalex.org/A5087575930,Dmitry Kalenichenko,Unknown
https://openalex.org/A5100415460,Weijun Wang,Unknown
https://openalex.org/A5042151877,Tobias Weyand,Unknown
https://openalex.org/A5011588154,Marco Andreetto,Unknown
https://openalex.org/A5030402556,Hartwig Adam,Unknown
https://openalex.org/A5102382576,Vinod Nair,University of Toronto
https://openalex.org/A5075652120,Eric R. Fearon,Johns Hopkins Medicine
https://openalex.org/A5081252843,Richard H. Thaler,University of Chicago
https://openalex.org/A5052372722,Cass R. Sunstein,University of Chicago
https://openalex.org/A5052975894,Josep M. Llovet,Universitat de Barcelona
https://openalex.org/A5108113482,Sergio Ricci,University of Pisa
https://openalex.org/A5064470324,Vincenzo Mazzaferro,Fondazione IRCCS Istituto Nazionale dei Tumori
https://openalex.org/A5051620601,Philip Hilgard,University of Duisburg-Essen
https://openalex.org/A5088842832,Edward Gane,Auckland City Hospital
https://openalex.org/A5105164889,Jean Fr??d??ric Blanc,H??pital Saint-Andr??
https://openalex.org/A5102134836,Andr?? Cosme de Oliveira,Universidade de S??o Paulo
https://openalex.org/A5100766578,Armando Santoro,Fondazione Humanitas per la Ricerca
https://openalex.org/A5079660535,Jean?€?Luc Raoul,EU Business School
https://openalex.org/A5067464504,Alejandro Forner,Centro de Investigaci??n Biom??dica en Red
https://openalex.org/A5012600570,Myron Schwartz,Icahn School of Medicine at Mount Sinai
https://openalex.org/A5018910230,Camillo Porta,Policlinico San Matteo Fondazione
https://openalex.org/A5045504446,Stefan Zeuzem,Goethe University Frankfurt
https://openalex.org/A5111957421,Luigi Bolondi,University of Bologna
https://openalex.org/A5057000867,Tim F. Greten,Medizinische Hochschule Hannover
https://openalex.org/A5069151214,Peter R. Galle,Johannes Gutenberg University Mainz
https://openalex.org/A5113914839,Jean Fran??ois Seitz,Aix-Marseille Universit??
https://openalex.org/A5002648450,Ivan Borbath,UCLouvain
https://openalex.org/A5008452332,Dieter H??ussinger,Heinrich Heine University D??sseldorf
https://openalex.org/A5004502823,Tom Giannaris,Unknown
https://openalex.org/A5052318455,Minghua Shan,Bayer (United States)
https://openalex.org/A5004762787,M. Moscovici,Unknown
https://openalex.org/A5044077859,D. Voliotis,Unknown
https://openalex.org/A5080019152,Jordi Bruix,Universitat de Barcelona
https://openalex.org/A5039040940,Robert Gentleman,Dana-Farber Cancer Institute
https://openalex.org/A5081015175,Vincent J. Carey,Brigham and Women's Hospital
https://openalex.org/A5050729723,Ben Bolstad,"University of California, Berkeley"
https://openalex.org/A5109601720,Marcel Dettling,Unknown
https://openalex.org/A5018207168,Sandrine Dudoit,"University of California, Berkeley"
https://openalex.org/A5110412350,Byron Ellis,Harvard University
https://openalex.org/A5084354048,Laurent Gautier,Technical University of Denmark
https://openalex.org/A5035317366,Yongchao Ge,Icahn School of Medicine at Mount Sinai
https://openalex.org/A5036401869,Jeff Gentry,Dana-Farber Cancer Institute
https://openalex.org/A5062348958,Torsten Hothorn,Friedrich-Alexander-Universit??t Erlangen-N??rnberg
https://openalex.org/A5034420722,Stefano M. Iacus,University of Milan
https://openalex.org/A5054612687,Rafael A. Irizarry,Johns Hopkins University
https://openalex.org/A5089971147,Friedrich Leisch,Statistics Austria
https://openalex.org/A5100354240,Cheng Li,Dana-Farber Cancer Institute
https://openalex.org/A5109226182,Martin Maechler,Unknown
https://openalex.org/A5086167632,Anthony Rossini,University of Washington
https://openalex.org/A5044486965,G??nther Sawitzki,Institut f??r Angewandte Statistik
https://openalex.org/A5087051940,Colin A. Smith,Scripps Research Institute
https://openalex.org/A5108405297,Luke Tierney,University of Iowa
https://openalex.org/A5028524705,Jean Yang,Unknown
https://openalex.org/A5100609374,Jianhua Zhang,Dana-Farber Cancer Institute
https://openalex.org/A5049228176,Marti J. Anderson,Unknown
https://openalex.org/A5085801098,Frank Bretz,Novartis (Switzerland)
https://openalex.org/A5113531761,Peter H. Westfall,Texas Tech University
https://openalex.org/A5028347910,Henry F. Kaiser,"University of California, Berkeley"
https://openalex.org/A5081199735,Maurizio Corbetta,Washington University in St. Louis
https://openalex.org/A5109800892,Gordon L. Shulman,Washington University in St. Louis
https://openalex.org/A5098219277,Sailes K. Sengijpta,Lawrence Livermore National Laboratory
https://openalex.org/A5112357531,Anthony F. C. Wallace,Unknown
https://openalex.org/A5059692882,Harold Garfinkel,Unknown
https://openalex.org/A5083044232,Paul D. N. Hebert,University of Guelph
https://openalex.org/A5055706408,Alina Cywinska,University of Guelph
https://openalex.org/A5056284499,Shelley L. Ball,University of Guelph
https://openalex.org/A5086306550,Jeremy R deWaard,University of Guelph
https://openalex.org/A5102050242,John Ware,Unknown
https://openalex.org/A5037691277,Deepa Naishadham,American Cancer Society
https://openalex.org/A5039215935,Marcus E. Raichle,Mallinckrodt (United States)
https://openalex.org/A5111980801,Ann Mary MacLeod,Mallinckrodt (United States)
https://openalex.org/A5026837899,Abraham Z. Snyder,Mallinckrodt (United States)
https://openalex.org/A5071394210,William J. Powers,Mallinckrodt (United States)
https://openalex.org/A5019447146,Debra A. Gusnard,Mallinckrodt (United States)
https://openalex.org/A5045015029,Alexander Stukowski,Technical University of Darmstadt
https://openalex.org/A5111863341,Sandra G. Hart,Ames Research Center
https://openalex.org/A5017830166,Lowell E. Staveland,San Jose State University
https://openalex.org/A5011614810,J. B. Pendry,Imperial College London
https://openalex.org/A5112493028,Charles Ballard,Rutherford Appleton Laboratory
https://openalex.org/A5074423495,E.J. Dodson,University of York
https://openalex.org/A5080675148,Phil Evans,MRC Laboratory of Molecular Biology
https://openalex.org/A5020751117,Ronan M. Keegan,Rutherford Appleton Laboratory
https://openalex.org/A5024489586,Eugene Krissinel,Rutherford Appleton Laboratory
https://openalex.org/A5020038613,Andrew G. W. Leslie,MRC Laboratory of Molecular Biology
https://openalex.org/A5028510775,Stuart McNicholas,University of York
https://openalex.org/A5024985099,Elizabeth Potterton,University of York
https://openalex.org/A5034613492,Harold R. Powell,MRC Laboratory of Molecular Biology
https://openalex.org/A5113681751,Alexei A. Vagin,University of York
https://openalex.org/A5041541957,Keith S. Wilson,University of York
https://openalex.org/A5064202995,Fritz Stern,Unknown
https://openalex.org/A5034035782,Jason P. Fine,University of Wisconsin?€?Madison
https://openalex.org/A5077617291,Malcolm H. Ray,Harvard University
https://openalex.org/A5108741042,Jonathan A. Foley,University of Wisconsin?€?Madison
https://openalex.org/A5079129520,Ruth DeFries,University of Wisconsin?€?Madison
https://openalex.org/A5035372982,Gregory P. Asner,University of Wisconsin?€?Madison
https://openalex.org/A5067195233,Carol Barford,Carnegie Institution for Science
https://openalex.org/A5020883568,G. B. Bonan,"University of Maryland, College Park"
https://openalex.org/A5034039087,Stephen R. Carpenter,University of Wisconsin?€?Madison
https://openalex.org/A5078274032,F. Stuart Chapin,University of Wisconsin?€?Madison
https://openalex.org/A5047330190,Michael T. Coe,Earth System Science Interdisciplinary Center
https://openalex.org/A5009013374,Gretchen C. Daily,Earth System Science Interdisciplinary Center
https://openalex.org/A5019910416,Holly Gibbs,Carnegie Institution for Science
https://openalex.org/A5017461085,Joseph H. Helkowski,University of Wisconsin?€?Madison
https://openalex.org/A5012415588,Tracey Holloway,University of Wisconsin?€?Madison
https://openalex.org/A5018794667,E. A. Howard,University of Wisconsin?€?Madison
https://openalex.org/A5022775925,Christopher J. Kucharik,Carnegie Institution for Science
https://openalex.org/A5076440883,Chad Monfreda,University of Wisconsin?€?Madison
https://openalex.org/A5090232910,Jonathan A. Patz,University of Wisconsin?€?Madison
https://openalex.org/A5009404356,I. Colin Prentice,Earth System Science Interdisciplinary Center
https://openalex.org/A5065196865,Navin Ramankutty,University of Wisconsin?€?Madison
https://openalex.org/A5043159625,P. K. Snyder,University of Wisconsin?€?Madison
https://openalex.org/A5028391133,Hartmut K. Lichtenthaler,Unknown
https://openalex.org/A5018709073,Laura C. Green,Massachusetts Institute of Technology
https://openalex.org/A5101823735,David A. Wagner,Massachusetts Institute of Technology
https://openalex.org/A5087938207,Joseph Glogowski,Massachusetts Institute of Technology
https://openalex.org/A5110121174,Paul L. Skipper,Massachusetts Institute of Technology
https://openalex.org/A5110780316,John S. Wishnok,Massachusetts Institute of Technology
https://openalex.org/A5088589795,Steven R. Tannenbaum,Massachusetts Institute of Technology
https://openalex.org/A5047608537,Ding?€?Yu Peng,Unknown
https://openalex.org/A5015232871,Donald B. Robinson,Unknown
https://openalex.org/A5110518065,Joseph O. Hirschfelder,Unknown
https://openalex.org/A5034381312,C. F. Curtiss,Unknown
https://openalex.org/A5060866522,R. Byron Bird,Unknown
https://openalex.org/A5110835035,Carl de Boor,Unknown
https://openalex.org/A5023729007,Nancy D Berkman,RTI International
https://openalex.org/A5035597551,Meera Viswanathan,RTI International
https://openalex.org/A5029738421,David Henry,Public Health Ontario
https://openalex.org/A5109313491,Mohammed Ansari,University of Ottawa
https://openalex.org/A5072810129,James R. Carpenter,MRC Clinical Trials Unit at UCL
https://openalex.org/A5053750539,An?€?Wen Chan,Women's College Hospital
https://openalex.org/A5049972945,Rachel Churchill,University of York
https://openalex.org/A5072911500,Yoon K. Loke,University of East Anglia
https://openalex.org/A5064604634,Theresa D Pigott,Loyola University Chicago
https://openalex.org/A5060375617,Craig Ramsay,University of Aberdeen
https://openalex.org/A5084456614,Deborah L. Regidor,Kaiser Permanente
https://openalex.org/A5068121257,Hannah R. Rothstein,Baruch College
https://openalex.org/A5108622069,Lakhbir Sandhu,University of Toronto
https://openalex.org/A5070111795,Pasqualina Santaguida,McMaster University
https://openalex.org/A5110728734,Beverly Shea,University of Ottawa
https://openalex.org/A5022067453,Peter Tugwell,University of Ottawa
https://openalex.org/A5103755094,Lucy Turner,Ottawa Hospital
https://openalex.org/A5081918217,Jeffrey C. Valentine,University of Louisville
https://openalex.org/A5074189299,Hugh Waddington,London International Development Centre
https://openalex.org/A5109226276,Elizabeth Waters,University of Melbourne
https://openalex.org/A5084624849,Edward I. Altman,New York University
https://openalex.org/A5003957777,Tim Stuart,New York Genome Center
https://openalex.org/A5042529830,Andrew Butler,New York Genome Center
https://openalex.org/A5078971011,Paul Hoffman,New York Genome Center
https://openalex.org/A5072183933,Christoph Hafemeister,New York Genome Center
https://openalex.org/A5045393597,Efthymia Papalexi,New York University
https://openalex.org/A5065039556,William M. Mauck,New York Genome Center
https://openalex.org/A5014193997,Yuhan Hao,New York Genome Center
https://openalex.org/A5084129649,Marlon Stoeckius,New York Genome Center
https://openalex.org/A5039402589,Peter Smibert,New York Genome Center
https://openalex.org/A5058180202,Rahul Satija,New York Genome Center
https://openalex.org/A5091812118,F. MacWilliams,Unknown
https://openalex.org/A5005915779,N. J. A. Sloane,Unknown
https://openalex.org/A5078456598,Julius Marmur,Harvard University
https://openalex.org/A5069945221,Gottfried Salomon Delatour,Unknown
https://openalex.org/A5102103680,Max Weber,Unknown
https://openalex.org/A5113725407,A. M. Henderson,Unknown
https://openalex.org/A5027748495,Talcott Parsons,Unknown
https://openalex.org/A5084251670,Earl K. Miller,Massachusetts Institute of Technology
https://openalex.org/A5088141761,Jonathan D. Cohen,Princeton University
https://openalex.org/A5041774458,Barbara L. Fredrickson,University of Michigan?€?Ann Arbor
https://openalex.org/A5043077347,W. Shockley,Unknown
https://openalex.org/A5109559702,H. J. Queisser,Unknown
https://openalex.org/A5066997060,Laurie J. Sears,Unknown
https://openalex.org/A5045313082,Andrew T. Levin,Federal Reserve Board of Governors
https://openalex.org/A5101796767,Chien?€?Fu Lin,National Taiwan University
https://openalex.org/A5070570974,Chia-Shang James Chu,National Taiwan University
https://openalex.org/A5101173534,Edward Z. Yang,Unknown
https://openalex.org/A5008830900,Zachary DeVito,Unknown
https://openalex.org/A5101484037,Zeming Lin,Unknown
https://openalex.org/A5074883462,Donna K. Slonim,Massachusetts Institute of Technology
https://openalex.org/A5108434419,C. Huard,Whitehead Institute for Biomedical Research
https://openalex.org/A5091848368,Michelle Gaasenbeek,Massachusetts Institute of Technology
https://openalex.org/A5046514514,Hilary A. Coller,Whitehead Institute for Biomedical Research
https://openalex.org/A5010840699,Mignon L. Loh,Dana-Farber Cancer Institute
https://openalex.org/A5015143631,James R. Downing,St. Jude Children's Research Hospital
https://openalex.org/A5111650722,M. A. Caligiuri,Unknown
https://openalex.org/A5112834613,C. D. Bloomfield,Unknown
https://openalex.org/A5005958261,Bent Flyvbjerg,Aalborg University
https://openalex.org/A5051548622,Benjamin P. Lewis,Whitehead Institute for Biomedical Research
https://openalex.org/A5048799588,Christopher B. Burge,Massachusetts Institute of Technology
https://openalex.org/A5016606943,Andreas Geiger,Karlsruhe Institute of Technology
https://openalex.org/A5111040507,P Lenz,Karlsruhe Institute of Technology
https://openalex.org/A5043370575,R. Urtasun,Toyota Motor Corporation (United States)
https://openalex.org/A5004613714,Subha Kalyaanamoorthy,CSIRO Land and Water
https://openalex.org/A5091416583,Thomas K. F. Wong,CSIRO Land and Water
https://openalex.org/A5023435254,Lars S. Jermiin,CSIRO Land and Water
https://openalex.org/A5034332835,Peter F. Lovibond,UNSW Sydney
https://openalex.org/A5084698349,S. H. Lovibond,UNSW Sydney
https://openalex.org/A5029991695,F. A. S.,Unknown
https://openalex.org/A5111705521,R. E. Buchanan,Unknown
https://openalex.org/A5109233611,N. E. Gibbons,Unknown
https://openalex.org/A5096135785,Bergey,Unknown
https://openalex.org/A5054139623,Jeng?€?Da Chai,Lawrence Berkeley National Laboratory
https://openalex.org/A5015311244,Martin Head?€?Gordon,Lawrence Berkeley National Laboratory
https://openalex.org/A5069009384,Hermann Sch??gger,Ludwig-Maximilians-Universit??t M??nchen
https://openalex.org/A5031605907,Gebhard von Jagow,Ludwig-Maximilians-Universit??t M??nchen
https://openalex.org/A5014624205,Maria Kleinst??uber,Philipps University of Marburg
https://openalex.org/A5011657531,Michael Witth??ft,Johannes Gutenberg University Mainz
https://openalex.org/A5037385603,Andr??s Steffanowski,University of Mannheim
https://openalex.org/A5068168518,Harm van Marwijk,EMGO Institute for Health and Care Research
https://openalex.org/A5112205490,Wolfgang Hiller,Johannes Gutenberg University Mainz
https://openalex.org/A5013478654,Michael J. Lambert,Brigham Young University
https://openalex.org/A5016670985,Keinosuke Fukunaga,Unknown
https://openalex.org/A5003423726,F. I. Mahonery,Unknown
https://openalex.org/A5110289073,Marsden S. Blois,Stanford University
https://openalex.org/A5052980036,Suzanne L. Topalian,Sidney Kimmel Comprehensive Cancer Center
https://openalex.org/A5018401879,Julie R. Brahmer,Sidney Kimmel Comprehensive Cancer Center
https://openalex.org/A5070967174,Scott Gettinger,Yale Cancer Center
https://openalex.org/A5114377178,David C. Smith,University of Michigan?€?Ann Arbor
https://openalex.org/A5090977453,John D. Powderly,Carolina BioOncology Institute
https://openalex.org/A5086473468,Richard D. Carvajal,Memorial Sloan Kettering Cancer Center
https://openalex.org/A5052526230,Michael B. Atkins,Hadassah Medical Center
https://openalex.org/A5027983821,Philip D. Leming,Oncology Hematology Care
https://openalex.org/A5018054038,David R. Spigel,Sarah Cannon
https://openalex.org/A5046273815,Scott Antonia,Moffitt Cancer Center
https://openalex.org/A5103102157,Leora Horn,Vanderbilt University Medical Center
https://openalex.org/A5031310463,Charles G. Drake,Sidney Kimmel Comprehensive Cancer Center
https://openalex.org/A5035295243,Lieping Chen,Yale University
https://openalex.org/A5088644322,William H. Sharfman,Sidney Kimmel Comprehensive Cancer Center
https://openalex.org/A5025711714,Robert A. Anders,Sidney Kimmel Comprehensive Cancer Center
https://openalex.org/A5035471137,Janis M. Taube,Sidney Kimmel Comprehensive Cancer Center
https://openalex.org/A5077237326,Tracee L. McMiller,Sidney Kimmel Comprehensive Cancer Center
https://openalex.org/A5103739466,Haiying Xu,Sidney Kimmel Comprehensive Cancer Center
https://openalex.org/A5036054479,Alan J. Korman,Bristol-Myers Squibb (United States)
https://openalex.org/A5112238307,Maria Jure?€?Kunkel,Bristol-Myers Squibb (United States)
https://openalex.org/A5101690457,Shruti Agrawal,Bristol-Myers Squibb (United States)
https://openalex.org/A5056374928,D. G. McDonald,Bristol-Myers Squibb (United States)
https://openalex.org/A5083637310,Georgia Kollia,Bristol-Myers Squibb (United States)
https://openalex.org/A5111415944,Ashok Gupta,Bristol-Myers Squibb (United States)
https://openalex.org/A5051746857,Jon M. Wigginton,Bristol-Myers Squibb (United States)
https://openalex.org/A5007198397,Mario Sznol,Yale University
https://openalex.org/A5081567384,G. A. Garreau,Unknown
https://openalex.org/A5039911471,Dimitri P. Bertsekas,Unknown
https://openalex.org/A5089844972,Stephen E. Fick,Plant (United States)
https://openalex.org/A5073334733,William R. Pearson,University of Virginia
https://openalex.org/A5015491002,Dennis J. Slamon,"University of California, Los Angeles"
https://openalex.org/A5102732578,Gary M. Clark,The University of Texas Health Science Center at San Antonio
https://openalex.org/A5109158047,Steven Wong,"University of California, Los Angeles"
https://openalex.org/A5040802145,Wendy J. Levin,"University of California, Los Angeles"
https://openalex.org/A5104109590,Axel Ullrich,Unknown
https://openalex.org/A5009806553,William McGuire,The University of Texas Health Science Center at San Antonio
https://openalex.org/A5063594028,M. J. Kirkby,Unknown
https://openalex.org/A5078517050,Edmund O. Wilson,Unknown
https://openalex.org/A5091069787,Emmanuel Paradis,Institut des Sciences de l'Evolution de Montpellier
https://openalex.org/A5050859223,Julien Claude,Unknown
https://openalex.org/A5000442405,Korbinian Strimmer,Unknown
https://openalex.org/A5072444412,Rahul S. Desikan,Boston University
