InstitutionId,Institution_Name,City,Country
6746,"Institute of Plant and Microbial Biology, Academia Sinica",Taipei,Taiwan
6747,"Institute of Political Science, Academia Sinica",Taipei,Taiwan
6748,"Institute of Sociology, Academia Sinica",Taipei,Taiwan
6749,"Institute of Statistical Science, Academia Sinica",Taipei,Taiwan
6750,"Institute of Taiwan History, Academia Sinica",Taipei,Taiwan
6751,"Institutum Iurisprudentiae, Academia Sinica",Taipei,Taiwan
6752,"Research Center for Applied Science, Academia Sinica",Taipei,Taiwan
6753,"Research Center for Environmental Changes, Academia Sinica",Taipei,Taiwan
6754,"Research Center for Humanities and Social Sciences, Academia Sinica",Taipei,Taiwan
6755,"Research Center for Information Technology Innovation, Academia Sinica",Taipei,Taiwan
6757,Konkuk University,Seoul,South Korea
6758,Konkuk University Medical Center,Seoul,South Korea
6759,St. Jude Children's Research Hospital,Memphis,United States
6760,Novant Health,Memphis,United States
6761,Our Lady of the Lake Regional Medical Center,Memphis,United States
6762,Southern California University for Professional Studies,Irvine,United States
6763,William & Mary,Williamsburg,United States
6764,Eastern State Hospital,Williamsburg,United States
6765,Marquette University,Milwaukee,United States
6766,University of Crete,Rethymno,Greece
6767,University Hospital of Heraklion,Rethymno,Greece
6768,Rutherford Appleton Laboratory,Didcot,United Kingdom
6769,Science and Technology Facilities Council,Didcot,United Kingdom
6770,NSF National Center for Atmospheric Research,Boulder,United States
6771,Climate and Global Dynamics Laboratory,Boulder,United States
6772,University Corporation for Atmospheric Research,Boulder,United States
6773,Zhongshan Hospital,Shanghai,China
6774,Fudan University,Shanghai,China
6775,University of New Brunswick,Fredericton,Canada
6776,Saint John Regional Hospital,Fredericton,Canada
6777,Twin Cities Orthopedics,Edina,United States
6778,Universidad de Navarra,Pamplona,Spain
6779,Clinica Universidad de Navarra,Pamplona,Spain
6780,Complejo Hospitalario de Navarra,Pamplona,Spain
6781,Taras Shevchenko National University of Kyiv,Kyiv,Ukraine
6782,Isfahan University of Medical Sciences,Isfahan,Iran
6783,Alzahra Medical and Education Center,Isfahan,Iran
6787,Brandeis University,Waltham,United States
6788,University of Salford,Salford,United Kingdom
6790,Ministry of Agriculture and Rural Affairs,Beijing,China
6791,China Association of Rural Energy Industry,Beijing,China
6792,Chinese Academy of Agricultural Engineering,Beijing,China
6793,Chinese Academy of Agricultural Sciences,Beijing,China
6794,Chinese Academy of Fishery Sciences,Beijing,China
6795,Chinese Academy of Tropical Agricultural Sciences,Beijing,China
6796,Chinese Center For Disease Control and Prevention,Beijing,China
6797,Nanjing Institute of Agricultural Mechanization,Beijing,China
6798,National Animal Husbandry Service,Beijing,China
6799,Research Center for Rural Economy,Beijing,China
6800,State Council of the People's Republic of China,Beijing,China
6801,United States Air Force Research Laboratory,Wright-Patterson AFB,United States
6802,United States Air Force Office of Scientific Research,Wright-Patterson AFB,United States
6803,Philadelphia University,Philadelphia,United States
6804,Marche Polytechnic University,Ancona,Italy
6805,Vita-Salute San Raffaele University,Milan,Italy
6806,IRCCS Ospedale San Raffaele,Milan,Italy
6808,Group for Research in Decision Analysis,Milan,Italy
6809,CentrEau - Quebec Water Management Research Centre,Milan,Italy
6811,LMU Klinikum,Munich,Germany
6815,University of Montana,Missoula,United States
6816,Montana Space Grant Consortium,Missoula,United States
6817,Montana University System,Missoula,United States
6818,John Brown University,Siloam Springs,United States
6819,Wheaton College - Illinois,Wheaton,United States
6820,Montefiore Medical Center,Bronx,United States
6821,Lady of Mercy Medical Center,Bronx,United States
6822,Sound Shore Medical Center,Bronx,United States
6823,Albert Einstein College of Medicine,Bronx,United States
6824,Dalian Medical University,Dalian,China
6825,Dalian Municipal Central Hospital,Dalian,China
6826,Liaoning Cancer Hospital & Institute,Dalian,China
6827,The Third People's Hospital of Dalian City,Dalian,China
6828,Nagoya Institute of Technology,Nagoya,Japan
6829,Xi'an University of Technology,Xi'an,China
6830,Mashhad University of Medical Sciences,Mashhad,Iran
6831,Ghaem Hospital,Mashhad,Iran
6832,Mie University,Tsu,Japan
6833,Mie University Hospital,Tsu,Japan
6834,New York Medical College,Valhalla,United States
6835,Brookdale University Hospital and Medical Center,Valhalla,United States
6836,Danbury Hospital,Valhalla,United States
6837,Good Samaritan Regional Medical Center,Valhalla,United States
6838,Greenwich Hospital,Valhalla,United States
6839,Lady of Mercy Medical Center,Valhalla,United States
6840,Lenox Hill Hospital,Valhalla,United States
6841,Metropolitan Hospital Center,Valhalla,United States
6842,Norwalk Hospital,Valhalla,United States
6843,Richmond University Medical Center,Valhalla,United States
6844,Saint Michael's Medical Center,Valhalla,United States
6845,Saint Vincent's Catholic Medical Center,Valhalla,United States
6847,St. Vincent's Medical Center,Valhalla,United States
6848,Touro College,Valhalla,United States
6849,Westchester Medical Center,Valhalla,United States
6850,Wyckoff Heights Medical Center,Valhalla,United States
6851,Wright State University,Dayton,United States
6852,University System of Ohio,Dayton,United States
6853,Dayton Children's Hospital,Dayton,United States
6854,Dayton VA Medical Center,Dayton,United States
6855,Good Samaritan Hospital,Dayton,United States
6856,University Hospital of Basel,Basel,Switzerland
6857,University of Basel,Basel,Switzerland
6858,Tufts Medical Center,Boston,United States
6859,Tufts Children's Hospital,Boston,United States
6860,Carney Hospital,Boston,United States
6861,Lowell General Hospital,Boston,United States
6862,MetroWest Medical Center,Boston,United States
6863,Tufts University,Boston,United States
6864,VA Boston Healthcare System,Boston,United States
6865,Novosibirsk State University,Novosibirsk,Russia
6866,Institute of Cytology and Genetics,Novosibirsk,Russia
6867,University of Calcutta,Kolkata,India
6868,Indian Institute of Social Welfare and Business Management,Kolkata,India
6869,Serampore College,Kolkata,India
6870,Indian Institute of Chemical Biology,Kolkata,India
6871,R. G. Kar Medical College and Hospital,Kolkata,India
6872,Ural Federal University,Yekaterinburg,Russia
6873,"Czech Academy of Sciences, Institute of Physics",Prague,Czechia
6874,Czech Academy of Sciences,Prague,Czechia
6875,University School,Cleveland,United States
6876,Northern Illinois University,DeKalb,United States
6877,NIU Observatory,DeKalb,United States
6878,"The Graduate Center, CUNY",New York,United States
6879,City University of New York,New York,United States
6880,Mohammed V University,Rabat,Morocco
6881,University of Oklahoma Health Sciences Center,Oklahoma City,United States
6882,University of Oklahoma,Oklahoma City,United States
6883,University of Ioannina,Ioannina,Greece
6884,University Hospital of Ioannina,Ioannina,Greece
6885,Novartis (Switzerland),Basel,Switzerland
6886,Novartis (Australia),Basel,Switzerland
6887,Novartis (Austria),Basel,Switzerland
6888,Novartis (Belgium),Basel,Switzerland
6889,Novartis (Canada),Basel,Switzerland
6890,Novartis (China),Basel,Switzerland
6891,Novartis (Denmark),Basel,Switzerland
6892,Novartis (France),Basel,Switzerland
6893,Novartis (Germany),Basel,Switzerland
6894,Novartis (Hungary),Basel,Switzerland
6895,Novartis (India),Basel,Switzerland
6896,Novartis (Ireland),Basel,Switzerland
6897,Novartis (Israel),Basel,Switzerland
6898,Novartis (Italy),Basel,Switzerland
6899,Novartis (Japan),Basel,Switzerland
6900,Novartis (Mexico),Basel,Switzerland
6901,Novartis (Netherlands),Basel,Switzerland
6902,Novartis (Norway),Basel,Switzerland
6903,Novartis (Singapore),Basel,Switzerland
6904,Novartis (Slovakia),Basel,Switzerland
6905,Novartis (Slovenia),Basel,Switzerland
6906,Novartis (South Korea),Basel,Switzerland
6907,Novartis (Spain),Basel,Switzerland
6908,Novartis (Sweden),Basel,Switzerland
6909,Novartis (United Kingdom),Basel,Switzerland
6910,Novartis (United States),Basel,Switzerland
6911,Friedrich Miescher Institute,Basel,Switzerland
6912,Uniformed Services University of the Health Sciences,Bethesda,United States
6913,Defense & Veterans Center for Integrative Pain Management,Bethesda,United States
6914,Alexander T. Augusta Military Medical Center,Bethesda,United States
6915,Carl R. Darnall Army Medical Center,Bethesda,United States
6916,David Grant USAF Medical Center,Bethesda,United States
6917,Madigan Army Medical Center,Bethesda,United States
6918,Malcolm Grow Medical Clinic,Bethesda,United States
6919,Naval Hospital Jacksonville,Bethesda,United States
6920,Naval Hospital Pensacola,Bethesda,United States
6921,Northern Virginia Mental Health Institute,Bethesda,United States
6922,San Antonio Military Medical Center,Bethesda,United States
6923,St. Elizabeths Hospital,Bethesda,United States
6924,Tripler Army Medical Center,Bethesda,United States
6925,United States Air Force,Bethesda,United States
6926,United States Army,Bethesda,United States
6927,Walter Reed National Military Medical Center,Bethesda,United States
6928,Wilford Hall Medical Center,Bethesda,United States
6929,Womack Army Medical Center,Bethesda,United States
6930,Kaohsiung Medical University,Kaohsiung City,Taiwan
6931,Kaohsiung Medical University Chung-Ho Memorial Hospital,Kaohsiung City,Taiwan
6932,Kaohsiung Municipal Hsiao-Kang Hospital,Kaohsiung City,Taiwan
6933,Cranfield University,Cranfield,United Kingdom
6934,Chang Gung Memorial Hospital,Taipei,Taiwan
6935,Chang Gung University,Taipei,Taiwan
6936,Chang Gung University of Science and Technology,Taipei,Taiwan
6937,Health Sciences Centre,Winnipeg,Canada
6938,Winnipeg Regional Health Authority,Winnipeg,Canada
6939,National Heart Lung and Blood Institute,Bethesda,United States
6940,Framingham Heart Study,Bethesda,United States
6941,National Institutes of Health,Bethesda,United States
6942,Women's Health Initiative,Bethesda,United States
6943,Dalian University,Dalian,China
6944,University of New Hampshire,Durham,United States
6945,New Hampshire Sea Grant,Durham,United States
6946,New Hampshire Space Grant Consortium,Durham,United States
6947,Recycled Materials Resource Center,Durham,United States
6948,University System of New Hampshire,Durham,United States
6949,Sechenov University,Moscow,Russia
6951,Medical University of Graz,Graz,Austria
6952,Graz University Hospital,Graz,Austria
6953,Chang'an University,Xi'an,China
6954,Hospices Civils de Lyon,Lyon,France
6955,Centre International de Recherche en Infectiologie,Lyon,France
6967,Virologie et Pathologies Humaines,Lyon,France
6969,Aligarh Muslim University,Aligarh,India
6970,Jawaharlal Nehru Medical College Hospital,Aligarh,India
6971,Intel (United States),Santa Clara,United States
6972,Intel (Brazil),Santa Clara,United States
6973,Intel (Germany),Santa Clara,United States
6974,Intel (India),Santa Clara,United States
6975,Intel (Ireland),Santa Clara,United States
6976,Intel (Israel),Santa Clara,United States
6977,Intel (Malaysia),Santa Clara,United States
6978,Intel (Poland),Santa Clara,United States
6979,Intel (Taiwan),Santa Clara,United States
6980,Intel (United Arab Emirates),Santa Clara,United States
6981,Intel (United Kingdom),Santa Clara,United States
6982,Taipei Medical University,Taipei,Taiwan
6983,Taipei Medical University Hospital,Taipei,Taiwan
6984,Taipei Medical University-Shuang Ho Hospital,Taipei,Taiwan
6985,Wan Fang Hospital,Taipei,Taiwan
6986,"University of Maryland, Baltimore County",Baltimore,United States
6987,University System of Maryland,Baltimore,United States
6988,Hebei University of Technology,Tianjin,China
6989,Bangor University,Bangor,United Kingdom
6990,Wrexham Maelor Hospital,Bangor,United Kingdom
6993,Centre de Recherches sur la Cognition et l'Apprentissage,Bangor,United Kingdom
6994,Institut Pprime,Bangor,United Kingdom
6996,Institut des Textes et Manuscrits Modernes,Bangor,United Kingdom
6997,Institute of Paleoprimatology Human Paleontology Evolution and Paleoenvironments,Bangor,United Kingdom
6999,XLIM,Bangor,United Kingdom
7001,Centre Hospitalier Universitaire de Poitiers,Bangor,United Kingdom
7003,Hebei Medical University,Shijiazhuang,China
7004,Fourth Hospital of Hebei Medical University,Shijiazhuang,China
7005,Second Hospital of Hebei Medical University,Shijiazhuang,China
7006,Third Hospital of Hebei Medical University,Shijiazhuang,China
7007,Xingtai People's Hospital,Shijiazhuang,China
7008,Aston University,Birmingham,United Kingdom
7009,Birmingham City Hospital,Birmingham,United Kingdom
7010,Mitchell Institute,Portland,United States
7011,Portland State University,Portland,United States
7018,Institut Lavoisier de Versailles,Portland,United States
7019,Laboratoire Printemps,Portland,United States
7020,Laboratoire des Sciences du Climat et de l'Environnement,Portland,United States
7021,Maison de la Simulation,Portland,United States
7024,Northeast Normal University,Changchun,China
7025,University of Memphis,Memphis,United States
7026,Innsbruck Medical University,Innsbruck,Austria
7027,SRM Institute of Science and Technology,Chennai,India
7028,SRM University,Chennai,India
7029,Hunan Normal University,Changsha,China
7030,Hunan Provincial People's Hospital,Changsha,China
7031,The Netherlands Cancer Institute,Amsterdam,The Netherlands
7032,Heriot-Watt University,Edinburgh,United Kingdom
7033,International Centre for Mathematical Sciences,Edinburgh,United Kingdom
7034,Maxwell Institute for Mathematical Sciences,Edinburgh,United Kingdom
7036,AgroParisTech,Edinburgh,United Kingdom
7037,"Institut National de Recherche pour l'Agriculture, l'Alimentation et l'Environnement",Edinburgh,United Kingdom
7039,VetAgro Sup,Edinburgh,United Kingdom
7040,University of Plymouth,Plymouth,United Kingdom
7041,Derriford Hospital,Plymouth,United Kingdom
7042,Royal Devon and Exeter Hospital,Plymouth,United Kingdom
7043,Moffitt Cancer Center,Tampa,United States
7044,University of South Florida,Tampa,United States
7045,University of Fribourg,Fribourg,Switzerland
7046,Adolphe Merkle Institute,Fribourg,Switzerland
7047,HFR Freiburg Kantonsspital,Fribourg,Switzerland
7048,Johannes Kepler University of Linz,Linz,Austria
7050,University of Stirling,Stirling,United Kingdom
7051,Raigmore Hospital,Stirling,United Kingdom
7052,National Taiwan University of Science and Technology,Taipei,Taiwan
7053,Shizuoka University,Shizuoka,Japan
7056,University of Bradford,Bradford,United Kingdom
7057,Namal College,Bradford,United Kingdom
7058,Odense University Hospital,Odense,Denmark
7059,Psykiatrien i Region Syddanmark,Odense,Denmark
7060,Svendborg Sygehus,Odense,Denmark
7061,University of Copenhagen,Odense,Denmark
7062,Qatar University,Doha,Qatar
7063,Yokohama National University,Yokohama,Japan
7065,Helmholtz Institute for Functional Marine Biodiversity,Yokohama,Japan
7066,Institute for Economic Education,Yokohama,Japan
7067,University of Sfax,Sfax,Tunisia
7068,"Birkbeck, University of London",London,United Kingdom
7069,Institute of Structural and Molecular Biology,London,United Kingdom
7070,University of London,London,United Kingdom
7071,Louisiana State University Agricultural Center,Baton Rouge,United States
7072,Louisiana State University System,Baton Rouge,United States
7073,Universidad Rovira i Virgili,Tarragona,Spain
7075,Hospital Universitari Joan XXIII de Tarragona,Tarragona,Spain
7076,Hospital Universitari Sant Joan de Reus,Tarragona,Spain
7077,St. Michael's Hospital,Toronto,Canada
7078,University of Toronto,Toronto,Canada
7079,Chungbuk National University,Cheongju-si,South Korea
7080,Chungbuk National University Hospital,Cheongju-si,South Korea
7081,Microsoft (United States),Redmond,United States
7082,LinkedIn (United States),Redmond,United States
7083,Microsoft (Belgium),Redmond,United States
7084,Microsoft (Brazil),Redmond,United States
7085,Microsoft (Canada),Redmond,United States
7086,Microsoft (Denmark),Redmond,United States
7087,Microsoft (Finland),Redmond,United States
7088,Microsoft (France),Redmond,United States
7089,Microsoft (Germany),Redmond,United States
7090,Microsoft (India),Redmond,United States
7091,Microsoft (Ireland),Redmond,United States
7092,Microsoft (Israel),Redmond,United States
7093,Microsoft (Netherlands),Redmond,United States
7094,Microsoft (Norway),Redmond,United States
7095,Microsoft (Portugal),Redmond,United States
7096,Microsoft (Switzerland),Redmond,United States
7097,Microsoft (United Kingdom),Redmond,United States
7098,Microsoft Research (India),Redmond,United States
7099,Microsoft Research (United Kingdom),Redmond,United States
7100,Microsoft Research Asia (China),Redmond,United States
7101,Southern Illinois University Carbondale,Carbondale,United States
7102,Southern Illinois University System,Carbondale,United States
7103,Decatur Memorial Hospital,Carbondale,United States
7104,Petersburg Nuclear Physics Institute,Gatchina,Russia
7105,Physical Sciences Division,Gatchina,Russia
7106,Taipei Veterans General Hospital,Taipei,Taiwan
7107,National Yang Ming Chiao Tung University,Taipei,Taiwan
7108,Great Ormond Street Hospital,London,United Kingdom
7109,Great Ormond Street Hospital for Children NHS Foundation Trust,London,United Kingdom
7110,University College London,London,United Kingdom
7111,Beijing Forestry University,Beijing,China
7112,Ministry of Education of the People's Republic of China,Beijing,China
7113,Universidade Federal de Juiz de Fora,Juiz de Fora,Brazil
7115,General Electric (United States),Boston,United States
7116,General Electric (Argentina),Boston,United States
7117,General Electric (Austria),Boston,United States
7118,General Electric (Canada),Boston,United States
7119,General Electric (Czechia),Boston,United States
7120,General Electric (Denmark),Boston,United States
7121,General Electric (Finland),Boston,United States
7122,General Electric (France),Boston,United States
7123,General Electric (Germany),Boston,United States
7124,General Electric (India),Boston,United States
7125,General Electric (Israel),Boston,United States
7126,General Electric (Italy),Boston,United States
7127,General Electric (Japan),Boston,United States
7128,General Electric (Netherlands),Boston,United States
7129,General Electric (New Zealand),Boston,United States
7130,General Electric (Norway),Boston,United States
7131,General Electric (Poland),Boston,United States
7132,General Electric (Qatar),Boston,United States
7133,General Electric (Spain),Boston,United States
7134,General Electric (Sweden),Boston,United States
7135,General Electric (Switzerland),Boston,United States
7136,General Electric (United Kingdom),Boston,United States
7137,North Dakota State University,Fargo,United States
7138,Aldevron (United States),Fargo,United States
7139,University of Bucharest,Bucharest,Romania
7140,Saveetha University,Chennai,India
7141,Tabriz University of Medical Sciences,Tabriz,Iran
7142,Biotechnology Research Center,Tabriz,Iran
7143,Hong Kong Baptist University,Hong Kong,Hong Kong
7144,Institute of Molecular Functional Materials,Hong Kong,Hong Kong
7145,United International College,Hong Kong,Hong Kong
7146,Shanxi University,Taiyuan,China
7147,University of North Sumatra,Medan,Indonesia
7148,Gyeongsang National University,Jinju-si,South Korea
7149,Gyeongsang National University Hospital,Jinju-si,South Korea
7155,Centre International de Recherche en Infectiologie,Jinju-si,South Korea
7156,Centre Max Weber,Lyon,France
7157,Centre de Recherche Astrophysique de Lyon,Jinju-si,South Korea
7158,"Education, Cultures, Politiques",Jinju-si,South Korea
7160,Equipe de recherche de Lyon en Sciences de l'Information et de la Communication,Jinju-si,South Korea
7162,Histoire et Sources des Mondes Antiques,Jinju-si,South Korea
7165,Institut d'Asie Orientale,Jinju-si,South Korea
7170,Laboratoire de Chimie,Jinju-si,South Korea
7172,Laboratoire de Physique de l'ENS de Lyon,Jinju-si,South Korea
7175,Laboratoire de Sciences de la Terre,Jinju-si,South Korea
7180,Triangle,Jinju-si,South Korea
7182,Virologie et Pathologies Humaines,Jinju-si,South Korea
7185,Universidad de Extremadura,Badajoz,Spain
7186,National Hospital for Neurology and Neurosurgery,London,United Kingdom
7187,University College London Hospitals NHS Foundation Trust,London,United Kingdom
7188,University College London,London,United Kingdom
7189,Paderborn University,Paderborn,Germany
7190,Musikwissenschaftliches Seminar Detmold/Paderborn,Paderborn,Germany
7191,Johns Hopkins Hospital,Baltimore,United States
7192,Johns Hopkins Medicine,Baltimore,United States
7193,Kennedy Krieger Institute,Baltimore,United States
7194,Saint Agnes Hospital,Baltimore,United States
7200,Qingdao University of Science and Technology,Qingdao,China
7202,King Khalid University Hospital,Qingdao,China
7203,Telkom University,Bandung,Indonesia
7204,National Oceanic and Atmospheric Administration,Washington,United States
7205,Alaska Sea Grant,Washington,United States
7206,California Sea Grant,Washington,United States
7207,Connecticut Sea Grant,Washington,United States
7208,Delaware Sea Grant,Washington,United States
7209,Florida Sea Grant,Washington,United States
7210,Georgia Sea Grant,Washington,United States
7211,Guam Sea Grant,Washington,United States
7212,Illinois Indiana Sea Grant,Washington,United States
7213,Lake Champlain Sea Grant,Washington,United States
7214,Louisiana Sea Grant,Washington,United States
7215,MIT Sea Grant,Washington,United States
7216,Maine Sea Grant,Washington,United States
7217,Maryland Sea Grant,Washington,United States
7218,Michigan Sea Grant,Washington,United States
7219,Minnesota Sea Grant,Washington,United States
7220,Mississippi Alabama Sea Grant Consortium,Washington,United States
7221,NOAA National Centers for Environmental Information,Washington,United States
7222,NOAA National Environmental Satellite Data and Information Service,Washington,United States
7223,NOAA National Marine Fisheries Service,Washington,United States
7224,NOAA National Ocean Service,Washington,United States
7225,NOAA National Weather Service,Washington,United States
7226,NOAA Oceanic and Atmospheric Research,Washington,United States
7227,National Tsunami Warning Center,Washington,United States
7228,New Hampshire Sea Grant,Washington,United States
7229,New Jersey Sea Grant Consortium,Washington,United States
7230,New York Sea Grant,Washington,United States
7231,North Carolina Sea Grant,Washington,United States
7232,Northern Gulf Institute,Washington,United States
7233,Office of Education,Washington,United States
7234,Office of Marine and Aviation Operations,Washington,United States
7235,Office of Ocean Exploration and Research,Washington,United States
7236,Ohio Sea Grant College Program,Washington,United States
7237,Oregon Sea Grant,Washington,United States
7238,Pennsylvania Sea Grant,Washington,United States
7239,Puerto Rico Sea Grant,Washington,United States
7240,Rhode Island Sea Grant,Washington,United States
7241,South Carolina Sea Grant Consortium,Washington,United States
7242,Texas Sea Grant College Program,Washington,United States
7244,University of Southern California Sea Grant,Washington,United States
7245,Virginia Sea Grant,Washington,United States
7246,Washington Sea Grant,Washington,United States
7247,Wisconsin Sea Grant,Washington,United States
7248,Woods Hole Sea Grant,Washington,United States
7249,United States Department of Commerce,Washington,United States
7250,Kangwon National University,Chuncheon,South Korea
7251,Kangwon National University Hospital,Chuncheon,South Korea
7252,San Jose State University,San Jose,United States
7253,California State University System,San Jose,United States
7255,Centre de recherches sociologiques et politiques de Paris,San Jose,United States
7258,Laboratoire Architecture Ville Urbanisme Environnement,San Jose,United States
7259,Laboratoire Cognitions Humaine et Artificielle,San Jose,United States
7260,Laboratoire Dynamiques Sociales et Recomposition des Espaces,San Jose,United States
7261,Structures Formelles du Langage,San Jose,United States
7262,Typologie et Universaux Linguistiques,San Jose,United States
7263,Roma Tre University,Rome,Italy
7264,"Istituto Nazionale di Fisica Nucleare, Sezione di Roma Tre",Rome,Italy
7265,Liverpool John Moores University,Liverpool,United Kingdom
7266,Aintree University Hospitals NHS Foundation Trust,Liverpool,United Kingdom
7267,Alder Hey Children's Hospital,Liverpool,United Kingdom
7268,Liverpool Heart and Chest Hospital,Liverpool,United Kingdom
7269,Liverpool Womens NHS Foundation Trust,Liverpool,United Kingdom
7270,Peoples' Friendship University of Russia,Moscow,Russia
7271,University of Colorado System,Boulder,United States
7272,University of Colorado Boulder,Boulder,United States
7273,University of Colorado Colorado Springs,Boulder,United States
7274,University of Colorado Denver,Boulder,United States
7275,National Renewable Energy Laboratory,Golden,United States
7276,California University of Pennsylvania,California,United States
7277,Pennsylvania State System of Higher Education,California,United States
7278,IZA - Institute of Labor Economics,Bonn,Germany
7279,Fujian Normal University,Fuzhou,China
7280,Roswell Park Comprehensive Cancer Center,Buffalo,United States
7281,Health Research,Buffalo,United States
7282,"University at Buffalo, State University of New York",Buffalo,United States
7283,Murdoch University,Perth,Australia
7284,Kurchatov Institute,Moscow,Russia
7286,Biologie cellulaire et Cancer,Moscow,Russia
7287,ESPCI Paris,Moscow,Russia
7291,Instituto de Agricultura Sostenible,Moscow,Russia
7292,Kaiser Permanente,Oakland,United States
7293,Bess Kaiser Hospital,Oakland,United States
7294,Hawaii Permanente Medical Group,Oakland,United States
7295,Kaiser Foundation Hospital,Oakland,United States
7296,Kaiser Foundation Hospital,Oakland,United States
7297,Kaiser Foundation Hospital,Oakland,United States
7298,Kaiser Permanente Anaheim Medical Center,Oakland,United States
7299,Kaiser Permanente Baldwin Park Medical Center,Oakland,United States
7300,Kaiser Permanente Burke Medical Center,Oakland,United States
7301,Kaiser Permanente Capitol Hill Medical Center,Oakland,United States
7302,Kaiser Permanente Castle Medical Center,Oakland,United States
7303,Kaiser Permanente Center for Health Research,Oakland,United States
7304,Kaiser Permanente Fontana Medical Center,Oakland,United States
7305,Kaiser Permanente Franklin Medical Offices,Oakland,United States
7306,Kaiser Permanente Gaithersburg Medical Center,Oakland,United States
7307,Kaiser Permanente Hayward Medical Center,Oakland,United States
7308,Kaiser Permanente Lone Tree Medical Offices,Oakland,United States
7309,Kaiser Permanente Moanalua Medical Center,Oakland,United States
7310,Kaiser Permanente Modesto Medical Center and Medical Offices,Oakland,United States
7311,Kaiser Permanente Oakland Medical Center,Oakland,United States
7312,Kaiser Permanente Orange County Irvine Medical Center,Oakland,United States
7313,Kaiser Permanente Rancho Cordova Medical Offices,Oakland,United States
7314,Kaiser Permanente Redwood City Medical Center,Oakland,United States
7315,Kaiser Permanente Richmond Medical Center,Oakland,United States
7316,Kaiser Permanente Riverside Medical Center,Oakland,United States
7317,Kaiser Permanente Rock Creek Medical Offices,Oakland,United States
7318,Kaiser Permanente Roseville Medical Center,Oakland,United States
7319,Kaiser Permanente Sacramento Medical Center,Oakland,United States
7320,Kaiser Permanente San Diego Medical Center,Oakland,United States
7321,Kaiser Permanente San Francisco Medical Center,Oakland,United States
7322,Kaiser Permanente San Jose Medical Center,Oakland,United States
7323,Kaiser Permanente San Leandro Medical Center,Oakland,United States
7324,Kaiser Permanente San Marcos Medical Offices,Oakland,United States
7325,Kaiser Permanente San Rafael Medical Center,Oakland,United States
7326,Kaiser Permanente Santa Clara Medical Center,Oakland,United States
7327,Kaiser Permanente Santa Rosa Medical Center,Oakland,United States
7328,Kaiser Permanente South Sacramento Medical Center,Oakland,United States
7329,Kaiser Permanente South San Francisco Medical Center,Oakland,United States
7330,Kaiser Permanente Stockton Medical Offices,Oakland,United States
7331,Kaiser Permanente Tysons Corner Medical Center,Oakland,United States
7332,Kaiser Permanente Vacaville Medical Center,Oakland,United States
7333,Kaiser Permanente Vallejo Medical Center,Oakland,United States
7334,Kaiser Permanente Walnut Creek Medical Center,Oakland,United States
7335,Kaiser Permanente West Los Angeles Medical Center,Oakland,United States
7336,Kaiser Permanente Woodlawn Medical Center,Oakland,United States
7337,Kaiser Permanente Zion Medical Center,Oakland,United States
7338,Los Angeles Medical Center,Oakland,United States
7339,Institute of Physics,Beijing,China
7340,National Laboratory for Superconductivity,Beijing,China
7341,Songshan Lake Materials Laboratory,Beijing,China
7342,Chinese Academy of Sciences,Beijing,China
7348,GREYC,Beijing,China
7350,Laboratoire Catalyse et Spectrochimie,Beijing,China
7353,Laboratoire de Physique Corpusculaire de Caen,Beijing,China
7355,Maison de la Recherche en Sciences Humaines,Beijing,China
7356,Centre Hospitalier Universitaire de Caen,Beijing,China
7357,Guy's Hospital,London,United Kingdom
7358,Guy's and St Thomas' NHS Foundation Trust,London,United Kingdom
7359,King's College Hospital NHS Foundation Trust,London,United Kingdom
7360,King's College London,London,United Kingdom
7361,St Thomas' Hospital,London,United Kingdom
7362,University of Chieti-Pescara,Chieti,Italy
7363,University Hospital of Geneva,Geneva,Switzerland
7365,University Centre of Legal Medicine,Geneva,Switzerland
7366,University of Geneva,Geneva,Switzerland
7367,Hangzhou Dianzi University,Hangzhou,China
7368,University of Portsmouth,Portsmouth,United Kingdom
7369,Tata Institute of Fundamental Research,Mumbai,India
7370,Homi Bhabha Centre for Science Education,Mumbai,India
7371,International Centre for Theoretical Sciences,Mumbai,India
7372,National Centre for Biological Sciences,Mumbai,India
7373,National Centre for Radio Astrophysics,Mumbai,India
7374,TIFR Centre for Applicable Mathematics,Mumbai,India
7375,TIFR Centre for Interdisciplinary Sciences,Mumbai,India
7376,Department of Atomic Energy,Mumbai,India
7377,Manchester Metropolitan University,Manchester,United Kingdom
7378,Manchester School of Architecture,Manchester,United Kingdom
7379,Sichuan Agricultural University,Ya'an,China
7380,Mexican Social Security Institute,Mexico City,Mexico
7381,Centro Medico Nacional Siglo XXI,Mexico City,Mexico
7383,Hospital General De Zona,Mexico City,Mexico
7384,Princess Margaret Cancer Centre,Toronto,Canada
7385,University Health Network,Toronto,Canada
7386,First Affiliated Hospital of Zhengzhou University,Zhengzhou,China
7387,Zhengzhou University,Zhengzhou,China
7389,Colorado School of Mines,Golden,United States
7390,China Pharmaceutical University,Nanjing,China
7391,Xiangya Hospital Central South University,Changsha,China
7392,Central South University,Changsha,China
7393,Ministry of Health of the Russian Federation,Moscow,Russia
7394,Endocrinology Research Center,Moscow,Russia
7395,Federal Medical Research Centre for Psychiatry and Narcology,Moscow,Russia
7396,"Federal State Budgetary Institution ""Center for Expertise and Quality Control of Medical Care""",Moscow,Russia
